dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,1.04557,0,3655.88,1.50016,3630.04,3658.42
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.959456,0,2968.71,0.946176,2970.72,2970.61
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.959776,0,2955.67,0.944128,2957.67,2957.57
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.965344,0,2957.12,0.961536,2959.15,2959.04
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.966464,0,2955.66,0.944128,2957.68,2957.57
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.95648,0,2950.16,0.953344,2952.16,2952.07
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.956928,0,2952.33,0.939008,2954.32,2954.23
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.967232,0,2965.52,0.961536,2967.57,2967.45
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.95744,0,2962.93,0.942048,2964.92,2964.83
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.967392,0,2949.83,0.961536,2951.87,2951.76
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.957728,0,2954.7,0.940032,2956.7,2956.6
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.956928,0,2964.49,0.941056,2966.48,2966.38
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.960064,0,2963.39,0.94208,2965.38,2965.29
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.956992,0,2951.26,0.94208,2953.25,2953.16
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.996096,0,2960.93,0.96256,2963.03,2962.89
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.95616,0,2948.88,0.939008,2950.86,2950.77
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.957568,0,2963.13,0.946144,2965.12,2965.03
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.963392,0,2952.99,0.960512,2955.03,2954.92
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.956576,0,2964.38,0.943072,2966.37,2966.28
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.957376,0,2958.04,0.939008,2960.02,2959.93
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.957504,0,2956.24,0.939008,2958.22,2958.14
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.95744,0,2956.54,0.948224,2958.55,2958.45
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.959104,0,2960.17,0.941056,2962.17,2962.07
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.956512,0,2961.04,0.946112,2963.03,2962.94
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.956384,0,2967.91,0.939008,2969.91,2969.8
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.957504,0,2945.12,0.941056,2947.11,2947.02
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.960416,0,3134.39,0.943104,3108.57,3136.29
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.964992,0,2952.71,0.946176,2954.71,2954.62
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.956992,0,2948.51,0.944128,2950.5,2950.41
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.958368,0,2955.74,0.939008,2957.73,2957.64
