dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,0,113.115,23.3225,10.4587,2.04902,148.336,148.946
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,1,111.89,17.804,10.4448,1.92922,141.306,142.068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,2,112.091,17.8271,9.13645,1.8473,140.996,140.902
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,3,111.613,17.1459,9.1132,1.84832,139.281,139.721
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,4,112.053,17.1345,9.1344,1.84013,140.251,140.162
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,5,111.809,17.4732,9.10185,1.84115,140.232,140.226
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,6,112.002,17.1551,9.13615,1.85856,140.24,140.151
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,7,112.957,17.1752,9.10796,1.8432,140.443,141.083
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,8,111.575,17.1494,9.11032,1.8432,139.291,139.678
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,9,111.812,17.1454,9.10742,1.84627,139.299,139.911
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,10,111.9,17.1341,9.11163,1.8432,139.388,139.989
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,11,111.531,17.2123,9.10427,1.8432,139.367,139.691
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,12,112.824,17.1561,9.10327,1.84422,140.268,140.927
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,13,113.021,17.1545,9.10191,1.84013,139.996,141.117
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,14,112.953,17.154,9.10247,1.84115,139.924,141.05
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,15,113.106,17.1512,9.10318,1.8473,140.142,141.208
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,16,113.095,17.2274,9.10281,1.84013,139.972,141.266
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,17,111.013,17.1906,9.10348,1.84013,139.035,139.148
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,18,111.024,17.1484,9.13471,1.84422,139.241,139.152
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,19,111.819,17.1456,9.10201,1.85037,139.387,139.917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,20,113.248,17.1678,9.10347,1.85037,140.299,141.37
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,21,113.162,17.1768,9.10659,1.84525,140.663,141.29
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,22,110.67,17.2487,9.12665,1.84115,138.973,138.886
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,23,113.02,17.15,9.10856,1.84934,140.085,141.128
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,24,111.764,17.1561,9.10411,1.85446,139.325,139.879
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,25,112.918,17.138,9.1049,1.8473,139.9,141.008
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,26,111.152,17.1263,9.12973,1.85242,139.348,139.26
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,27,112.89,17.1339,9.11287,1.84525,139.811,140.982
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,28,113.637,17.2284,9.13779,1.8473,141.153,141.85
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,29,112.99,17.1432,9.10778,1.84934,139.972,141.091
