dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,0,228.693,22.7903,34.8254,3.14061,287.034,289.449
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,1,228.607,17.5025,31.6955,2.97472,279.302,280.78
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,2,227.632,17.6764,29.6789,2.95424,277.359,277.942
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,3,227.221,18.0284,29.6708,2.96141,277.275,277.882
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,4,227.187,17.6192,29.6879,2.95424,276.065,277.448
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,5,228.343,17.7059,29.6937,2.94912,278.779,278.692
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,6,228.024,17.5959,29.6801,2.95629,276.328,278.256
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,7,228.276,17.6498,29.6202,2.95629,275.939,278.502
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,8,225.517,17.6201,29.6013,2.95629,275.147,275.695
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,9,226.946,17.6587,29.6011,2.95629,276.556,277.162
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,10,226.838,17.7054,29.5758,2.95424,275.712,277.073
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,11,231.368,17.6493,29.6454,2.96141,280.058,281.624
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,12,227.639,17.69,29.6299,2.95731,278.007,277.917
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,13,225.944,17.6695,29.5711,2.96141,275.701,276.146
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,14,228.332,17.6379,29.5178,2.95219,276.861,278.44
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,15,227.767,17.7231,29.5025,2.95014,276.016,277.943
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,16,227.059,17.9273,29.6608,2.95424,277.467,277.602
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,17,228.975,17.6485,29.5381,2.96141,278.033,279.123
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,18,228.553,17.6092,29.6485,2.95219,276.211,278.762
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,19,227.959,17.7227,29.5842,2.95629,278.306,278.222
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,20,229.127,17.6733,29.5699,2.95322,277.889,279.323
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,21,228.541,17.656,29.6013,2.95424,277.736,278.752
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,22,226.253,17.6454,29.4571,2.95629,275.849,276.312
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,23,228.781,17.7182,29.5366,2.95526,276.508,278.991
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,24,228.107,17.7483,29.6279,2.95322,277.766,278.437
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,25,228.514,17.7091,29.6315,2.95936,276.788,278.813
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,26,228.132,17.6811,29.5866,2.95629,275.934,278.356
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,27,228.226,17.6964,29.6149,2.95526,278,278.493
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,28,228.26,17.7145,29.5864,2.96448,277.736,278.525
3,double,uniform,CPU,"D | D | D | D | N | D",2,512,29,228.535,17.6682,29.6238,2.95526,277.812,278.783
