dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,0,437.751,10.5412,58.6695,14.4517,521.554,521.414
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,1,435.062,10.538,56.9254,14.3094,516.925,516.834
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,2,439.902,10.5343,56.4627,14.3442,521.331,521.244
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,3,434.956,10.5337,57.6487,14.3135,517.539,517.452
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,4,434.772,10.5315,56.6084,14.3606,516.361,516.273
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,5,440.021,10.5362,57.4086,14.3329,522.391,522.299
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,6,436.847,10.5344,57.175,14.3606,519.004,518.917
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,7,436.832,10.5365,56.5237,14.3299,518.31,518.222
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,8,440.263,10.5368,57.4206,14.3309,522.647,522.551
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,9,441.18,10.5391,56.4724,14.3462,522.635,522.537
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,10,436.766,10.5346,57.5452,14.3462,519.278,519.192
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,11,434.932,10.5313,56.6686,14.3565,516.582,516.489
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,12,440.904,10.541,57.3081,14.3268,523.176,523.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,13,440.928,10.5392,56.992,14.3565,522.913,522.816
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,14,440.358,10.5372,57.2499,14.335,522.575,522.48
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,15,435.269,10.5335,56.5469,14.3442,516.782,516.693
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,16,435.12,10.5332,57.0815,14.3503,517.169,517.085
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,17,440.972,10.5383,56.584,14.335,522.521,522.429
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,18,440.301,10.5422,57.3016,14.3698,522.613,522.515
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,19,436.818,10.5353,56.8787,14.3176,518.643,518.55
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,20,435.407,10.5371,56.6446,14.3503,517.025,516.939
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,21,435.137,10.534,56.5981,14.3688,516.726,516.638
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,22,440.461,10.5409,56.5896,14.3575,522.047,521.949
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,23,440.439,10.5378,57.2016,14.2909,522.558,522.47
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,24,436.62,10.5339,57.6494,14.3329,519.223,519.136
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,25,440.116,10.5363,56.9318,14.3268,522,521.911
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,26,440.229,10.536,57.1891,14.3135,522.362,522.268
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,27,439.629,10.5347,56.7671,14.3452,521.37,521.276
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,28,437.429,10.5339,57.8146,14.338,520.217,520.116
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,512,29,440.094,10.5445,56.4468,14.3462,521.527,521.432
