dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,0,1.81872,1054.89,6.7976,2.58867,1055.03,1066.09
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,1,0.93504,831.362,6.40398,2.26298,825.417,840.964
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,2,0.93312,829.998,6.43489,2.27222,839.752,839.638
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,3,0.978368,828.436,6.7406,2.3552,838.266,838.511
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,4,0.975456,824.066,6.71301,2.35418,832.479,834.109
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,5,0.96032,827.402,6.51969,2.38285,834.361,837.265
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,6,0.94096,826.702,6.45905,2.29578,836.517,836.397
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,7,0.932128,823.383,6.36396,2.26195,833.053,832.941
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,8,0.975328,823.436,6.72818,2.3337,833.227,833.473
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,9,0.978816,822.497,6.70021,2.33472,832.327,832.51
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,10,0.962944,819.91,6.49914,2.38387,828.279,829.756
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,11,0.95824,823.119,6.54485,2.3767,825.595,832.998
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,12,0.96208,838.424,6.52523,2.38285,835.35,848.295
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,13,0.9592,820.844,6.55604,2.37261,830.634,830.732
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,14,0.957376,818.646,6.51956,2.40128,826.986,828.524
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,15,0.931712,820.558,6.36036,2.26298,828.924,830.113
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,16,0.976064,822.033,6.74828,2.33677,831.894,832.094
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,17,0.976256,827.193,6.75381,2.33062,837.18,837.254
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,18,0.958496,821.538,6.52006,2.37978,831.231,831.396
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,19,0.974304,819.916,6.75626,2.32448,828.648,829.971
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,20,0.976992,822.09,6.72065,2.34906,831.679,832.137
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,21,0.9768,821.49,6.74176,2.33882,831.39,831.547
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,22,0.978208,818.873,6.73308,2.33677,828.772,828.921
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,23,0.972768,821.892,6.72036,2.34701,827.179,831.932
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,24,0.974784,820.17,6.71283,2.3255,829.986,830.184
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,25,0.95888,820.846,6.55604,2.38182,829.878,830.743
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,26,0.930528,818.687,6.36615,2.26198,827.94,828.246
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,27,0.976256,819.107,6.73922,2.33574,828.597,829.158
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,28,0.96032,829.294,6.55731,2.37261,839.051,839.184
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",6,512,29,0.977056,818.011,6.76448,2.32755,826.701,828.08
