dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,125.937,1945.52,12.3899,3.95974,2088.04,2087.81
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,125.886,1913.35,12.3508,3.34435,2054.54,2054.94
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,125.265,1873.4,12.4162,3.36179,2014.37,2014.44
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,125.633,1918.15,12.3052,3.33818,2059.58,2059.43
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,125.438,1881.82,12.3315,3.33715,2022.88,2022.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,126.31,1956.66,12.3315,3.33821,2098.35,2098.64
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,127.463,1951.22,12.3338,3.33712,2093.08,2094.35
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,125.258,1984.31,12.4109,3.35558,2125.32,2125.33
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,125.478,1998.48,12.3332,3.33616,2139.39,2139.63
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,125.699,1918.64,12.3259,3.34432,2059.8,2060.01
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,125.805,1945.91,12.3439,3.34234,2087.29,2087.41
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,125.29,1912.6,12.3336,3.33616,2053.11,2053.56
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,126.109,1868.36,12.3338,3.33818,2009.69,2010.14
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,125.782,1919.17,12.3322,3.33926,2060.08,2060.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,125.763,1918.15,12.3615,3.34534,2059.56,2059.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,125.635,1942.49,12.3925,3.34739,2083.59,2083.87
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,125.667,1967.06,12.3079,3.33712,2108.52,2108.37
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,126.867,1994.47,12.3287,3.33722,2135.78,2137
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,125.749,1951.19,12.3257,3.34019,2092.58,2092.6
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,125.509,1890.86,12.3382,3.34026,2031.98,2032.04
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,126.544,1909.48,12.3308,3.33514,2051.1,2051.69
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,125.663,1978.12,12.296,3.33613,2119.56,2119.42
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,125.271,1920.02,12.3319,3.33616,2060.95,2060.96
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,126.458,1921.04,12.4026,3.35869,2063.45,2063.26
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,125.658,1879.5,12.3346,3.33517,2020.51,2020.83
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,125.776,1920.91,12.299,3.33517,2062.47,2062.32
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,125.418,1861.45,12.3025,3.33715,2002.64,2002.51
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,125.438,1909.63,12.3349,3.33718,2050.72,2050.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,126.071,1921.73,12.3373,3.33821,2063.01,2063.48
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,125.576,1952.43,12.3329,3.3392,2093.53,2093.68
