dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,37.4395,729.993,4.86828,1.92922,712.746,774.23
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,38.3965,656.444,4.76839,1.32198,657.645,700.93
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,37.7409,662.058,4.81274,1.33939,661.361,705.951
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,37.8909,697.127,4.72824,1.32198,702.624,741.068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,38.6258,670.493,4.82882,1.32096,685.177,715.269
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,38.149,648.14,4.7631,1.31891,671.115,692.371
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,38.1561,649.098,4.83223,1.32506,661.505,693.411
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,38.3472,647.087,4.7943,1.32301,666.039,691.551
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,37.914,646.268,4.78935,1.3271,658.538,690.298
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,38.0474,643.349,4.78107,1.32301,660.505,687.501
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,38.5076,647.509,4.76614,1.3271,652.274,692.11
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,37.8665,661.113,4.82661,1.3312,662.581,705.138
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,37.9623,649.574,4.82551,1.32403,666.439,693.686
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,37.902,649.331,4.8292,1.31584,673.825,693.378
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,38.3426,656.076,4.81607,1.32198,663.322,700.556
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,38.0847,647.885,4.75678,1.31789,661.331,692.044
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,38.0909,646.501,4.85287,1.33427,658.67,690.779
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,38.1645,648.968,4.83446,1.31891,663.232,693.286
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,38.5553,664.625,4.84479,1.32813,675.094,709.353
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,38.2608,658.186,4.8704,1.32301,662.252,702.64
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,38.2113,660.225,4.78052,1.32403,668.585,704.541
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,38.2636,650.119,4.82061,1.31789,655.479,694.521
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,38.3349,642.719,4.64914,1.32096,653.422,687.024
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,38.6345,652.024,4.84654,1.32608,662.272,696.831
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,37.6641,649.547,4.84119,1.32301,666.902,693.375
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,38.3062,645.74,4.79911,1.31379,652.737,690.159
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,38.4026,668.621,4.75042,1.32096,691.671,713.095
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,37.8984,655.206,4.83396,1.32301,664.252,699.262
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,38.1181,642.824,4.80997,1.32403,657.412,687.076
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,38.0946,641.338,4.61668,1.32198,645.607,685.371
