dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,0,63.8787,0,3314.2,34.1112,3413.33,3412.19
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,1,62.9252,0,2367.07,1.85645,2431.98,2431.85
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,2,62.6237,0,2500.9,1.86122,2565.53,2565.38
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,3,63.0324,0,2363.11,1.83226,2428.1,2427.98
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,4,62.5024,0,2362.06,1.87174,2426.58,2426.43
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,5,63.3977,0,2371.82,1.8545,2436.88,2437.07
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,6,62.6329,0,2351.24,1.85658,2415.88,2415.73
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,7,62.4524,0,2370.77,1.86,2435.21,2435.08
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,8,62.5987,0,2345.43,1.83523,2409.98,2409.86
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,9,63.4999,0,2354.6,1.83658,2419.77,2419.94
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,10,63.3888,0,2398.27,1.85322,2463.65,2463.52
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,11,62.4206,0,2401.29,1.88237,2465.72,2465.59
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,12,62.7852,0,2357.23,1.848,2421.99,2421.87
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,13,63.1881,0,2352.11,1.84982,2417.27,2417.15
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,14,62.6899,0,2349.2,1.86982,2413.9,2413.76
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,15,63.2692,0,2351.86,1.86144,2417.12,2416.99
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,16,62.8389,0,2350.92,1.8512,2415.73,2415.61
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,17,63.1324,0,2374.37,1.86358,2439.49,2439.37
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,18,62.6803,0,2343.78,1.85802,2408.44,2408.32
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,19,62.5631,0,2342.08,1.84784,2406.61,2406.49
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,20,62.7667,0,2345.38,1.84768,2410.12,2409.99
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,21,62.8973,0,2346.26,1.86742,2411.17,2411.03
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,22,63.322,0,2357.98,1.84768,2422.88,2423.15
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,23,62.4646,0,2337.18,1.83846,2401.61,2401.49
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,24,62.7098,0,2342.74,1.83488,2407.41,2407.29
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,25,62.6752,0,2343.5,1.83626,2408.13,2408.01
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,26,63.4076,0,2348.03,1.85462,2413.42,2413.29
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,27,62.9613,0,2343.19,1.8328,2408.1,2407.98
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,28,62.3679,0,2342.65,1.83523,2406.97,2406.85
3,float,uniform,CPU,"P | P | P | P | P | P",4,512,29,63.2742,0,2355.43,1.8399,2420.41,2420.54
