dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,1.59808,1100.96,7.9848,2.9255,1113.63,1113.47
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,0.967904,900.799,7.86783,2.33779,912.083,911.973
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,1.01165,870.344,11.3535,2.52416,877.111,885.233
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,0.962784,857.363,7.0458,2.33674,867.481,867.708
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,0.958496,840.738,7.02823,2.3552,850.106,851.08
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,0.955264,862.375,6.94921,2.33773,842.633,872.617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,1.01459,834.955,11.2522,2.51392,849.836,849.735
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,1.00579,825.434,11.2625,2.50982,840.301,840.212
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,1.00797,831.03,11.3279,2.50573,845.97,845.872
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,1.01142,826.441,11.2979,2.49856,835.072,841.249
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,1.01021,835.18,11.284,2.50368,850.063,849.978
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,0.963904,830.456,7.06878,2.33981,838.521,840.829
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,0.961344,833.314,7.23528,2.35722,840.973,843.868
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,1.00733,825.769,11.3051,2.49958,840.6,840.581
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,0.958656,835.576,7.94764,2.33981,846.923,846.822
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,0.96544,1015.19,7.83575,2.33878,1026.44,1026.33
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,0.957088,1084.14,7.95384,2.33674,1095.49,1095.38
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,0.959424,915.506,7.05414,2.33779,925.2,925.857
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,1.00749,896.914,11.3584,2.50778,885.405,911.787
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,1.01299,904.028,11.3029,2.5047,903.094,918.849
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,0.963776,850.543,7.08843,2.33875,855.716,860.934
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,0.957696,875.119,7.936,2.33469,886.447,886.347
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,1.01536,858.528,11.2216,2.50061,873.272,873.266
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,0.961632,893.996,7.06605,2.3409,895.212,904.365
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,0.956,963.17,7.94355,2.33568,974.507,974.405
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,0.959168,851.275,7.17572,2.33875,858.472,861.748
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,1.0152,835.078,11.3218,2.5088,850.004,849.924
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,0.962496,855.376,7.9543,2.33578,866.744,866.628
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,1.0135,842.617,11.2944,2.5047,852.899,857.429
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,1.01686,831.942,11.2939,2.5047,846.776,846.758
