dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,0,1.26886,1169.89,4.95918,2.03776,1113.95,1178.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,1,0.741728,965.158,4.93735,1.7879,946.188,972.625
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,2,0.747072,965.05,4.92821,1.79405,953.062,972.519
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,3,0.74368,952.652,4.95777,1.81043,939.807,960.164
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,4,0.738976,949.221,4.92419,1.80429,939.461,956.688
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,5,0.741408,971.491,4.92019,1.79814,959.953,978.951
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,6,0.749312,974.565,4.9259,1.78586,958.048,982.026
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,7,0.741504,946.508,4.94382,1.80122,953.919,953.995
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,8,0.701216,951.447,4.8188,1.68339,955.192,958.65
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,9,0.744608,929.219,4.92944,1.80941,912.4,936.702
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,10,0.738816,977.033,4.92356,1.78688,969.345,984.483
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,11,0.756672,963.877,4.91688,1.78995,963.839,971.34
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,12,0.745152,944.791,4.9191,1.79405,948.784,952.25
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,13,0.740352,964.541,4.9188,1.80224,969.432,972.002
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,14,0.738432,955.405,4.92127,1.79814,949.647,962.863
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,15,0.747584,948.705,4.93354,1.792,956.066,956.178
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,16,0.759168,946.128,4.93695,1.79302,950.946,953.617
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,17,0.703584,945.587,4.83347,1.6824,952.919,952.807
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,18,0.742176,950.835,4.91772,1.81555,943.458,958.311
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,19,0.74544,959.439,4.97459,1.80736,949.602,966.967
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,20,0.7408,935.049,4.91798,1.80019,938.57,942.508
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,21,0.703936,946.796,4.83286,1.68342,954.129,954.016
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,22,0.736224,936.585,4.93469,1.80326,939.556,944.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,23,0.742176,973.985,4.92518,1.78586,955.274,981.438
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,24,0.745472,940.019,4.95473,1.80838,940.017,947.527
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,25,0.757664,944.55,4.91861,1.80326,951.922,952.03
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,26,0.754016,951.445,4.93636,1.79507,950.091,958.931
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,27,0.74736,958.261,4.92485,1.78381,954.722,965.717
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,28,0.74608,940.86,4.88781,1.70288,946.512,948.197
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,29,0.743808,940.189,4.93001,1.80224,947.61,947.665
