dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,0,0.999264,1639.73,6.76265,3.22966,1650.92,1650.72
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,1,0.957696,1540.73,6.72467,2.45344,1551.01,1550.87
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,2,0.959968,1610.07,6.72431,2.45754,1620.35,1620.21
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,3,0.974368,1561.72,6.77744,2.46576,1572.1,1571.94
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,4,0.965664,1549.29,6.69245,2.45139,1557.94,1559.4
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,5,0.951104,1580.25,6.65123,2.44224,1589.04,1590.3
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,6,0.977472,1537.88,6.77298,2.46467,1548.26,1548.1
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,7,0.958976,1542.13,6.73817,2.45251,1552.42,1552.27
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,8,0.957632,1531.67,6.71879,2.4504,1541.94,1541.8
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,9,0.957696,1688.91,6.71464,2.44835,1699.17,1699.03
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,10,0.962144,1628.07,6.69603,2.45965,1623.16,1638.19
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,11,0.97568,1588.47,6.74474,2.45862,1598.85,1598.65
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,12,0.956608,1556.42,6.71817,2.44419,1558.7,1566.54
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,13,0.956288,1576.12,6.71069,2.45139,1586.38,1586.24
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,14,0.961408,1519.39,6.68489,2.44525,1527.06,1529.48
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,15,0.97296,1554.12,6.70689,2.45139,1562.39,1564.25
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,16,0.96128,1562.98,6.75018,2.4545,1553.36,1573.15
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,17,0.952192,1552.55,6.65508,2.44426,1560.84,1562.6
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,18,0.956928,1517.05,6.71775,2.45037,1527.31,1527.17
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,19,0.961536,1509.89,6.6904,2.44835,1504.68,1519.99
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,20,0.955008,1634.71,6.72794,2.44931,1644.97,1644.84
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,21,0.958368,1567.8,6.71451,2.44835,1578.06,1577.93
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,22,0.954208,1549.12,6.71832,2.4463,1559.38,1559.24
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,23,0.957152,1552.13,6.73409,2.45037,1562.42,1562.28
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,24,0.958496,1543.35,6.71536,2.4473,1553.62,1553.48
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,25,0.957504,1560.94,6.69573,2.44726,1561.82,1571.04
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,26,0.960128,1552.02,6.68639,2.44624,1519.62,1562.11
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,27,0.957056,1626.2,6.69158,2.44525,1634.31,1636.29
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,28,0.96048,1559.94,6.69432,2.44838,1560.34,1570.05
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,29,0.959136,1528.5,6.68269,2.44112,1537.25,1538.58
