dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,0,444.784,10.5434,59.1253,14.4671,529.043,528.92
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,1,446.515,10.5399,56.2306,14.3596,527.734,527.645
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,2,441.577,10.5343,56.1856,14.3739,522.757,522.671
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,3,447.669,10.537,56.4246,14.3227,529.038,528.953
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,4,441.282,10.5351,56.2448,14.3718,522.523,522.434
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,5,444.052,10.5351,55.7817,14.3452,524.799,524.714
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,6,443.246,10.5376,55.799,14.3677,524.034,523.95
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,7,446.962,10.5366,56.2813,14.3411,528.208,528.121
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,8,448.107,10.5343,55.8921,14.3749,528.994,528.909
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,9,449.262,10.5348,56.1848,14.3862,530.453,530.368
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,10,443.489,10.536,56.444,14.3524,524.905,524.821
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,11,442.908,10.537,56.228,14.3247,524.079,523.997
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,12,444.32,10.5354,55.4031,14.3432,524.685,524.601
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,13,448.478,10.5386,56.0508,14.3596,529.517,529.427
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,14,443.184,10.5375,56.0308,14.335,524.173,524.087
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,15,443.467,10.5337,56.3194,14.3657,524.768,524.686
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,16,446.629,10.5365,56.0994,14.3555,527.709,527.62
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,17,446.98,10.5314,56.0927,14.3677,528.074,527.972
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,18,448.366,10.5335,57.0752,14.3411,530.403,530.316
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,19,446.615,10.5364,55.8208,14.3391,527.395,527.311
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,20,447.393,10.5402,56.072,14.3288,528.421,528.334
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,21,447.074,10.5347,56.0867,14.3698,528.149,528.066
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,22,448.216,10.5378,56.0641,14.3319,529.236,529.15
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,23,446.888,10.5318,55.9766,14.3555,527.837,527.752
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,24,447.392,10.5389,56.3874,14.3206,528.722,528.639
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,25,446.723,10.5372,56.173,14.3503,527.87,527.783
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,26,447.285,10.5347,56.2198,14.3483,528.472,528.388
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,27,446.437,10.5363,56.118,14.3473,527.527,527.439
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,28,443.069,10.5367,56.37,14.335,524.409,524.311
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,512,29,447.245,10.5461,56.3422,14.378,528.604,528.511
