dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,60.1766,20.463,3.59438,1.12742,83.7598,85.3613
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,59.2728,11.432,3.56228,0.953344,73.5619,75.2204
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,59.3501,11.3736,3.56215,0.948224,72.7777,75.234
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,58.7516,11.3838,3.55215,0.948224,72.7243,74.6358
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,59.0803,11.3956,3.5467,0.95744,73.4924,74.98
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,59.0096,11.445,3.60316,0.949248,73.819,75.007
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,59.317,11.3638,3.56528,0.956416,73.7665,75.2025
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,59.0846,11.3581,3.55355,0.950272,72.8471,74.9466
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,58.7774,11.3735,3.61492,0.951296,73.6455,74.7172
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,58.9964,11.3895,3.56892,0.945152,73.4808,74.8999
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,59.3619,11.356,3.57095,0.950272,73.1806,75.2391
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,58.7355,11.3765,3.57935,0.954368,73.4036,74.6458
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,59.1475,11.3638,3.62291,0.954368,72.9916,75.0885
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,59.4556,11.3316,3.5997,0.94208,72.9379,75.329
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,59.596,11.3282,3.59283,0.954368,73.9082,75.4714
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,59.3721,11.3584,3.54926,0.951296,73.184,75.231
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,59.3998,11.3401,3.54581,0.9472,73.1845,75.2329
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,59.5346,11.3448,3.55679,0.946176,72.8469,75.3823
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,59.4931,11.334,3.62398,0.953344,72.8139,75.4044
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,59.2935,11.3508,3.54594,0.948224,73.5917,75.1384
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,58.8968,11.3744,3.54984,0.950272,73.3662,74.7714
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,59.15,11.3333,3.5721,0.95232,73.1872,75.0078
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,59.0328,11.3697,3.5528,0.951296,73.4337,74.9066
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,58.5761,11.3641,3.59849,0.951296,72.5752,74.4899
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,59.0438,11.3853,3.58704,0.950272,73.0215,74.9664
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,58.9297,11.3383,3.55895,0.948224,73.1615,74.7752
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,58.749,11.3557,3.55111,0.953344,73.2403,74.6092
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,59.2778,11.3301,3.55473,0.948224,73.2476,75.1108
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,59.0129,11.3594,3.57315,0.951296,72.8395,74.8967
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,59.107,11.3449,3.58955,0.94208,72.5437,74.9836
