dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,0,444.573,10.543,18.1055,5.13331,494.775,478.355
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,1,447.989,10.533,17.4922,5.17018,498.069,481.184
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,2,441.174,10.5321,17.0962,5.13536,489.556,473.937
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,3,443.341,10.5374,17.018,5.35552,492.953,476.252
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,4,447.42,10.5312,16.9865,5.33197,497.033,480.27
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,5,446.764,10.5326,16.9649,5.27462,495.882,479.536
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,6,443.486,10.5326,16.9788,4.86195,492.482,475.859
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,7,440.895,10.5359,17.0476,5.3033,490.766,473.782
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,8,446.798,10.5324,16.8433,5.33709,496.432,479.511
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,9,447.542,10.5362,17.0244,4.86298,496.783,479.965
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,10,441.942,10.5338,17.0443,5.15277,491.227,474.673
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,11,441.224,10.5359,16.9988,5.32275,490.596,474.081
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,12,446.371,10.5329,17.0211,5.34221,496.117,479.267
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,13,440.92,10.5367,17.0332,5.38112,490.626,473.871
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,14,446.731,10.5327,17.0133,5.35142,496.143,479.629
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,15,446.769,10.5333,16.9267,5.29306,496.109,479.522
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,16,443.172,10.5353,16.9133,5.248,491.644,475.869
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,17,444.079,10.5458,17.0584,5.05754,493.395,476.741
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,18,443.501,10.5314,16.9725,5.15891,492.629,476.164
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,19,441.973,10.5337,17.0045,5.38214,491.409,474.893
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,20,441.759,10.5371,16.971,5.03603,490.661,474.303
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,21,441.564,10.537,17.0099,5.2777,491.055,474.389
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,22,440.971,10.5321,16.9849,5.35757,490.509,473.846
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,23,440.722,10.533,16.8699,5.41286,488.906,473.538
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,24,442.329,10.5363,16.9093,5.29715,491.941,475.072
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,25,443.499,10.5335,16.9826,5.25619,493.206,476.271
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,26,447.642,10.5321,17.0266,5.14253,497.027,480.344
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,27,448.779,10.5335,16.799,5.37702,498.249,481.489
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,28,443.536,10.5361,16.992,5.10771,492.216,476.172
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,29,446.145,10.5308,16.9521,4.9152,495.089,478.543
