dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,86.8462,1048.58,5.87942,1.40083,1139.66,1142.71
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,85.163,843.385,5.8448,0.993248,923.454,935.386
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,85.2325,825.051,5.85898,0.98912,917.253,917.132
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,85.3244,825.535,5.82944,0.993216,917.741,917.682
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,85.3384,835.313,5.85311,0.990176,927.61,927.495
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,85.1971,828.595,5.87216,1.00966,914.987,920.674
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,86.1884,826.454,5.87039,0.988128,919.619,919.501
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,85.0943,826.323,5.85628,0.989152,918.372,918.262
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,85.4202,825.194,5.84303,0.985088,917.554,917.443
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,85.2348,827.375,5.85286,0.992224,919.569,919.455
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,85.7679,824.901,5.83141,0.98608,915.155,917.487
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,85.181,826.184,5.92496,0.999392,918.425,918.289
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,85.433,821.71,5.82653,0.98608,912.847,913.956
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,86.1093,826.701,5.85054,0.986144,919.759,919.647
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,85.0163,821.553,5.82412,0.988128,912.685,913.381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,86.1809,826.491,5.85095,0.987072,919.632,919.51
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,85.118,824.807,5.84148,0.988192,916.612,916.755
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,85.168,820.912,5.84042,0.98608,913.02,912.907
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,86.0167,824.265,5.84583,0.990144,917.228,917.118
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,84.9951,835.796,5.82533,0.9912,908.248,927.608
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,86.1889,837.753,5.82572,0.987072,883.98,930.755
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,85.1713,823.701,5.85318,0.985056,915.823,915.71
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,85.0293,834.898,5.81653,0.987104,900.316,926.731
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,85.3701,869.049,5.81838,0.989152,959.34,961.226
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,85.1482,957.655,5.88996,1.00141,975.525,1049.7
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,85.0729,913.821,5.82324,0.98608,975.975,1005.7
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,85.2324,852.913,5.85073,0.995264,945.108,944.991
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,85.0355,890.948,5.82189,0.987072,895.36,982.793
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,86.1926,862.401,5.82272,0.985056,947.232,955.401
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,84.9803,857.847,5.82691,0.991232,911.92,949.645
