dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,37.4732,453.795,1.39081,0.57344,443.603,493.233
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,38.1437,470.285,1.3721,0.382976,452.829,510.184
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,38.6023,446.853,1.3505,0.380928,433.646,487.186
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,37.8837,444.917,1.36346,0.392192,437.446,484.556
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,37.7398,446.084,1.35024,0.390144,443.351,485.564
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,37.7677,445.131,1.34872,0.385024,439.746,484.633
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,37.7068,470.689,1.35648,0.385024,463.927,510.137
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,37.5014,453.76,1.34754,0.385024,467.422,492.994
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,37.8818,448.892,1.34887,0.38912,451.952,488.512
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,37.5223,462.519,1.34617,0.387072,458.066,501.774
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,37.9904,458.84,1.34681,0.37888,449.96,498.556
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,38.2151,453.712,1.34588,0.381952,443.657,493.655
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,37.5283,443.597,1.34934,0.395264,439.212,482.869
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,37.7706,437.163,1.35437,0.382976,436.895,476.671
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,38.1009,440.114,1.34592,0.377856,441.913,479.939
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,38.0764,452.127,1.36639,0.392192,443.696,491.961
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,38.2359,452.835,1.34544,0.385024,441.013,492.801
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,37.7882,451.51,1.35479,0.382976,444.86,491.036
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,37.9973,443.121,1.35087,0.387072,441.426,482.857
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,37.9002,442.592,1.35253,0.381952,441.271,482.227
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,37.5791,437.516,1.34296,0.380928,440.268,476.819
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,37.8373,441.337,1.34899,0.384,444.666,480.907
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,38.2238,439.972,1.34645,0.388096,430.47,479.93
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,38.2357,447.552,1.36498,0.390144,443.747,487.543
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,38.0395,441.801,1.35624,0.388096,439.637,481.584
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,37.6563,441.446,1.34935,0.380928,433.992,480.832
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,37.9117,438.826,1.3515,0.385024,429.696,478.474
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,37.7726,437.46,1.35483,0.381952,438.364,476.969
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,38.1896,449.648,1.35019,0.377856,445.561,489.566
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,38.29,444.829,1.34999,0.380928,437.118,484.85
