dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,0,62.9391,954.431,4.83691,2.84054,1025.28,1025.05
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,1,62.8315,919.281,4.74843,1.78995,988.801,988.651
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,2,63.4406,882.857,4.73202,1.78682,952.969,952.817
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,3,62.395,880.716,4.73054,1.79203,949.783,949.634
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,4,62.7451,875.442,4.72573,1.78995,944.852,944.703
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,5,62.9822,927.217,4.8092,1.81549,996.996,996.824
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,6,63.0393,905.638,4.74365,1.79606,975.363,975.217
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,7,62.519,900.941,4.73819,1.792,970.144,969.99
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,8,62.7018,882.675,4.72879,1.78787,952.046,951.893
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,9,63.6567,939.705,4.73729,1.79194,1010.04,1009.89
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,10,63.4188,873.111,4.73,1.78992,943.203,943.05
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,11,62.8134,902.969,4.7322,1.78986,972.453,972.305
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,12,62.5493,908.626,4.75615,1.79395,977.895,977.725
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,13,62.8484,888.141,4.7839,1.80317,957.725,957.577
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,14,62.3956,898.419,4.73189,1.78893,967.484,967.335
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,15,62.7742,916.843,4.73758,1.79402,986.303,986.149
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,16,62.818,916.536,4.73097,1.78685,986.022,985.872
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,17,62.7087,894.852,4.72882,1.7889,964.223,964.078
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,18,62.6516,905.632,4.73496,1.78883,974.953,974.807
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,19,62.4896,893.139,4.73083,1.78582,962.295,962.145
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,20,62.8304,886.763,4.72644,1.78678,956.255,956.107
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,21,62.7376,912.702,4.73238,1.7889,982.107,981.961
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,22,62.7372,911.904,4.73783,1.78781,981.322,981.167
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,23,62.7271,907.703,4.73262,1.79098,977.104,976.954
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,24,63.4882,916.136,4.72998,1.78893,986.298,986.143
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,25,62.6556,916.694,4.79067,1.81142,986.124,985.951
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,26,62.7983,883.971,4.75309,1.79914,953.469,953.322
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,27,62.67,921.954,4.73921,1.79098,991.301,991.155
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,28,62.7226,888.24,4.7295,1.78995,957.626,957.482
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,29,63.4238,923.777,4.73223,1.78682,993.876,993.72
