dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,0,0.806048,0,2550.62,2.94605,2554.5,2554.37
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,1,0.723584,0,2369.96,1.84422,2372.63,2372.53
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,2,0.740064,0,2410.63,1.83398,2413.32,2413.2
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,3,0.732864,0,2407.65,1.86058,2410.37,2410.25
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,4,0.720768,0,2356.58,1.84413,2359.24,2359.14
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,5,0.730848,0,2370.02,1.82272,2372.68,2372.58
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,6,0.742144,0,2350.84,1.8432,2353.55,2353.43
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,7,0.720096,0,2346.41,1.83501,2349.06,2348.96
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,8,0.72208,0,2343.21,1.82166,2345.86,2345.76
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,9,0.728096,0,2355.95,1.84518,2358.64,2358.52
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,10,0.720544,0,2352.9,1.85235,2355.58,2355.47
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,11,0.726624,0,2354.17,1.82474,2356.84,2356.72
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,12,0.722464,0,2356.83,1.82266,2359.48,2359.37
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,13,0.721408,0,2371.09,1.82576,2373.74,2373.64
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,14,0.723328,0,2363.56,1.83699,2366.23,2366.12
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,15,0.723136,0,2363.8,1.82982,2366.46,2366.36
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,16,0.721728,0,2381.14,1.83082,2383.8,2383.7
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,17,0.733184,0,2365.29,1.83904,2367.98,2367.86
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,18,0.722624,0,2385.78,1.85539,2388.47,2388.36
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,19,0.723008,0,2361.21,1.8288,2363.86,2363.76
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,20,0.722496,0,2373.59,1.83904,2376.25,2376.15
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,21,0.723104,0,2369.25,1.83904,2371.92,2371.81
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,22,0.72064,0,2375.16,1.84726,2377.83,2377.72
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,23,0.726752,0,2364.92,1.83085,2367.57,2367.48
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,24,0.728544,0,2366.84,1.85443,2369.53,2369.42
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,25,0.72048,0,2370.03,1.8432,2372.7,2372.6
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,26,0.72176,0,2380.36,1.836,2383.02,2382.92
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,27,0.724896,0,2413.22,1.82061,2415.87,2415.77
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,28,0.720768,0,2424.47,1.81955,2427.12,2427.01
3,float,uniform,GPU,"P | P | P | P | P | P",4,512,29,0.721376,0,2378.7,1.81856,2381.35,2381.24
