dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,0,2.01936,15.6501,9.17753,1.98963,28.9456,28.8367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,1,1.59952,9.37619,9.14306,1.8432,22.0385,21.962
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,2,1.60026,9.37699,9.11445,1.84013,22.0079,21.9318
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,3,1.60867,9.37233,9.11003,1.8391,22.0018,21.9301
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,4,1.61254,9.36146,9.11553,1.84013,22.0061,21.9297
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,5,1.6072,9.38186,9.1236,1.84013,22.0212,21.9528
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,6,1.61165,9.36957,9.12208,1.8432,22.0333,21.9465
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,7,1.6143,9.36563,9.11706,1.8432,22.0172,21.9402
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,8,1.60912,9.37909,9.12477,1.84422,22.0078,21.9572
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,9,1.61696,9.37547,9.11648,1.85446,22.037,21.9634
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,10,1.60435,9.37438,9.11684,1.84422,22.0182,21.9398
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,11,1.60976,9.36804,9.11251,1.8473,22.0061,21.9376
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,12,1.60736,9.37143,9.11943,1.8391,22.0233,21.9373
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,13,1.60032,9.36737,9.12267,1.84627,22.0105,21.9366
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,14,1.62106,9.36932,9.11539,1.84013,22.0221,21.9459
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,15,1.60832,9.36395,9.11724,1.84525,22.0112,21.9348
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,16,1.60816,9.36597,9.12444,1.84832,22.0194,21.9469
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,17,1.60742,9.37201,9.11144,1.84218,22.0093,21.933
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,18,1.61315,9.35987,9.12477,1.84832,22.022,21.9461
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,19,1.60714,9.37328,9.11309,1.84627,22.0163,21.9398
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,20,1.6119,9.36824,9.11297,1.84013,21.9989,21.9332
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,21,1.61408,9.36762,9.12509,1.84627,22.0297,21.9531
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,22,1.6071,9.36631,9.11704,1.83808,22.003,21.9285
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,23,1.61232,9.37489,9.11539,1.84115,22.0188,21.9437
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,24,1.6128,9.36021,9.11575,1.84422,22.0076,21.933
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,25,1.61462,9.36155,9.11383,1.84115,22.0089,21.9312
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,26,1.61114,9.39099,9.11289,1.83398,22.0344,21.949
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,27,1.60586,9.36086,9.11705,1.85446,22.014,21.9382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,28,1.60547,9.37102,9.11694,1.84115,21.9983,21.9346
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,29,1.61424,9.36226,9.12879,1.84525,22.024,21.9505
