dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,0,1.98643,25.4845,12.7656,3.61267,43.8189,43.8493
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,1,1.4431,18.2449,12.6109,3.43552,34.8206,35.7344
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,2,1.44243,18.2519,12.7236,3.42835,34.9357,35.8462
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,3,1.44474,18.2556,12.7047,3.4345,34.927,35.8396
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,4,1.4463,18.2495,12.7107,3.4304,34.9248,35.8369
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,5,1.44202,18.0836,12.5257,3.43859,34.6073,35.4899
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,6,1.44579,18.0665,12.5106,3.4345,34.581,35.4574
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,7,1.44461,18.078,12.5737,3.43962,34.6513,35.5359
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,8,1.44198,18.0259,12.5317,3.4345,34.5576,35.4341
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,9,1.44349,18.0107,12.5443,3.4345,34.5516,35.433
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,10,1.44237,18.0169,12.5433,3.43962,34.5669,35.4421
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,11,1.44365,18.0199,12.5953,3.44064,34.6193,35.4995
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,12,1.44976,18.0395,12.5191,3.43859,34.5668,35.4469
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,13,1.44637,18.0217,12.5466,3.43859,34.5685,35.4532
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,14,1.44266,18.0137,12.5651,3.44576,34.5849,35.4672
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,15,1.44512,18.0115,12.5148,3.43757,34.5251,35.409
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,16,1.44563,18.0202,12.505,3.43552,34.5221,35.4063
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,17,1.44547,18.0106,12.5281,3.44166,34.5432,35.4258
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,18,1.44534,18.0504,12.5611,3.43962,34.6166,35.4965
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,19,1.44371,18.0521,12.5634,3.44166,34.6189,35.5008
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,20,1.44714,18.0105,12.5626,3.43552,34.5885,35.4557
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,21,1.44794,18.0111,12.5163,3.44064,34.5302,35.4159
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,22,1.44381,18.0158,12.5278,3.43654,34.5441,35.424
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,23,1.44253,18.0064,12.5478,3.44269,34.555,35.4394
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,24,1.44749,18.0146,12.5375,3.43859,34.5583,35.4382
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,25,1.44307,18.0111,12.5242,3.43962,34.541,35.4181
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,26,1.44378,18.0188,12.3879,3.43757,34.4456,35.2881
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,27,1.45754,18.0604,12.5718,3.44883,34.6944,35.5386
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,28,1.44093,18.0224,12.5521,3.4345,34.5658,35.4499
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,29,1.44224,18.0158,12.5603,3.43859,34.5744,35.4569
