dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,37.4724,467.662,2.98596,1.22573,456.953,509.346
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,38.1773,484.192,2.98401,0.684032,465.018,526.037
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,38.4531,459.311,3.00141,0.684032,442.143,501.449
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,38.463,453.525,2.9971,0.68096,448.12,495.666
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,38.815,470.644,2.98845,0.67584,477.493,513.124
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,37.9892,467.075,3.05325,0.70144,482.17,508.819
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,38.0554,464.704,2.98801,0.679936,466.281,506.428
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,37.6559,458.499,2.99876,0.684032,453.39,499.838
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,38.1366,460.765,3.0118,0.674816,463.509,502.588
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,38.3092,463.485,3.03156,0.687104,451.904,505.513
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,38.2616,460.249,2.97604,0.679936,456.543,502.167
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,38.8354,451.245,2.86133,0.683008,462.016,493.625
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,38.1444,451.968,2.99612,0.68096,453.348,493.79
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,38.4574,445.207,2.96709,0.674816,452.086,487.306
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,38.3331,444.971,2.99277,0.681984,453.272,486.979
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,38.4512,452.788,2.9233,0.67584,454.912,494.838
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,38.466,451.388,3.01661,0.690176,449.779,493.56
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,38.1558,469.65,2.95931,0.68096,457.393,511.446
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,37.7117,443.741,2.96624,0.677888,442.923,485.097
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,37.8826,452.783,2.97965,0.677888,462.72,494.323
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,38.0999,443.471,3.02311,0.676864,441.362,485.271
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,37.7317,457.288,2.95304,0.676864,463.118,498.65
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,37.9996,455.938,2.99498,0.677888,451.752,497.611
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,37.9213,466.796,2.88671,0.679936,464.834,508.284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,37.8059,451.291,2.94024,0.687104,457.361,492.725
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,38.069,456.681,3.00242,0.677888,451.422,498.43
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,38.2849,447.868,3.00382,0.689152,448.606,489.845
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,38.6099,462.657,3.02769,0.673792,454.272,504.968
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,38.0897,449.521,2.96854,0.679936,456.562,491.259
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,37.7705,451.102,2.9844,0.685056,448.099,492.542
