dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,1.49846,1078.88,6.10973,1.31277,1084.97,1087.8
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,0.965056,838.466,5.86324,1.00038,846.414,846.295
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,1.008,861.662,6.04331,1.06701,869.909,869.781
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,1.01059,837.32,6.08015,1.06598,839.695,845.477
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,1.0104,838.051,6.04041,1.06803,846.256,846.17
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,0.96528,968.837,6.08287,1.04646,977.146,976.932
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,0.963456,970.215,5.90331,0.99424,978.181,978.076
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,0.96192,870.282,5.82849,0.995296,875.446,878.068
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,0.957856,846.237,5.85525,0.998368,854.157,854.049
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,0.95712,842.416,5.82709,0.98608,849.606,850.186
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,0.959904,850.178,5.8371,0.986112,858.066,857.961
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,0.96528,903.7,5.92903,1.00762,911.737,911.602
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,0.959232,909.352,5.85058,0.996352,917.278,917.158
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,0.95888,907.998,5.84412,0.987072,915.904,915.788
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,1.02243,903.727,6.02751,1.07827,910.281,911.856
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,0.955872,906.027,5.84754,0.987104,913.928,913.818
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,0.959296,885.908,5.83745,0.985024,893.796,893.69
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,1.03229,836.586,6.05396,1.06394,843.774,844.736
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,0.962176,839.037,5.85239,0.9984,846.976,846.85
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,0.953472,844.985,5.84128,0.987104,852.871,852.767
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,0.956416,833.147,5.88774,1.00454,840.735,840.996
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,1.0087,835.965,6.0756,1.06803,838.936,844.118
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,0.954944,837.951,5.82668,0.987136,844.902,845.72
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,1.01421,835.877,6.04438,1.08032,844.041,844.016
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,1.00544,833.346,6.03474,1.0711,837.3,841.457
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,1.00656,832.793,6.02126,1.06906,840.946,840.89
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,1.00822,836.172,6.01942,1.06598,844.333,844.266
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,1.01661,837.258,6.07487,1.0967,845.482,845.446
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,0.967008,841.589,5.84842,0.988192,849.522,849.393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,0.968256,833.177,5.88086,0.9912,838.526,841.017
