dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,0,127.02,2146.3,7.49463,4.1041,2285.19,2284.92
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,1,125.143,2006.59,7.44228,3.42013,2139.99,2142.6
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,2,124.787,2013.89,7.48959,3.43648,2147.66,2149.6
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,3,125.724,2068.69,7.41383,3.41395,2197.59,2205.25
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,4,125.74,2084.21,7.40377,3.42109,2216.58,2220.78
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,5,125.011,1995.76,7.43917,3.42218,2130.34,2131.63
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,6,125.594,2002.36,7.48142,3.42829,2136.95,2138.86
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,7,125.727,2055.84,7.41919,3.41494,2191.23,2192.4
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,8,125.6,2057.81,7.44168,3.41904,2191.62,2194.27
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,9,125.686,2050.4,7.4281,3.42221,2184.32,2186.94
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,10,125.442,2065.8,7.43421,3.41597,2197.79,2202.1
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,11,125.726,2006.46,7.42303,3.41392,2140.07,2143.03
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,12,126.846,2039.43,7.43133,3.41088,2175.92,2177.12
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,13,125.392,2055.81,7.50269,3.4375,2189.88,2192.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,14,126.753,2049.97,7.41049,3.40989,2185.49,2187.54
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,15,124.847,2024.79,7.41778,3.4201,2158.92,2160.48
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,16,125.338,2079.13,7.43283,3.41606,2214.29,2215.32
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,17,125.384,2026.2,7.44288,3.41398,2160.57,2162.44
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,18,125.862,2043.22,7.41645,3.4129,2178.34,2179.91
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,19,125.569,2006.04,7.41646,3.42006,2140.94,2142.45
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,20,125.406,2025.43,7.42102,3.41907,2160.58,2161.67
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,21,127.077,2040.67,7.48574,3.4303,2175.24,2178.66
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,22,125.272,2068.06,7.42965,3.41088,2202.69,2204.17
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,23,125.32,2065.38,7.43802,3.4201,2198.63,2201.56
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,24,124.914,2041.82,7.41421,3.42115,2175.74,2177.57
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,25,125.207,2024.08,7.43333,3.40986,2158.53,2160.13
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,26,124.72,2063.52,7.4013,3.41498,2198.2,2199.06
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,27,125.483,2054.26,7.43298,3.40781,2188.45,2190.59
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,28,125.271,2018.33,7.41573,3.42013,2151.18,2154.43
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,29,125.523,2017.21,7.43051,3.41706,2152.63,2153.58
