dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,0,3.31136,23.6652,21.9289,3.18054,52.1963,52.0861
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,1,2.86963,17.7587,21.8836,3.04538,45.6304,45.5573
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,2,2.87376,17.8151,21.885,3.0464,45.6958,45.6202
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,3,2.87619,17.732,21.9032,3.05459,45.6447,45.566
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,4,2.8736,17.7135,21.8946,3.0423,45.5979,45.524
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,5,2.87309,17.7685,21.9271,3.04538,45.6882,45.6141
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,6,2.87827,17.7507,21.8709,3.04435,45.6195,45.5442
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,7,2.87158,17.7764,21.8301,3.04742,45.602,45.5255
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,8,2.8727,17.7485,21.8508,3.0423,45.5892,45.5143
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,9,2.86525,17.7452,21.9191,3.04435,45.648,45.5739
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,10,2.87232,17.8021,21.8436,3.04333,45.6377,45.5613
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,11,2.8688,17.7502,21.8695,3.04947,45.622,45.538
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,12,2.86848,17.6836,21.9073,3.04538,45.5808,45.5048
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,13,2.87325,17.7224,21.8658,3.04742,45.5705,45.5088
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,14,2.87488,17.8285,21.8367,3.04435,45.66,45.5845
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,15,2.87056,17.6945,21.9422,3.04128,45.6209,45.5485
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,16,2.87565,17.7194,21.9074,3.04435,45.6223,45.5468
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,17,2.87968,17.7246,21.861,3.04026,45.5812,45.5056
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,18,2.86739,17.7816,21.8943,3.03718,45.6539,45.5805
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,19,2.87219,17.7492,21.8656,3.04742,45.6112,45.5344
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,20,2.87379,17.7198,21.8472,3.0505,45.5584,45.4912
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,21,2.87514,17.9716,21.9069,3.0505,45.8925,45.8041
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,22,2.88406,17.73,21.9024,3.04435,45.6357,45.5609
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,23,2.87098,17.7626,21.8641,3.04742,45.5795,45.545
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,24,2.8744,17.7408,21.8646,3.04128,45.5956,45.5211
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,25,2.87024,17.7488,21.8216,3.04742,45.5809,45.4881
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,26,2.86714,17.7278,21.8525,3.04538,45.5696,45.4928
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,27,2.8695,17.7768,21.8719,3.05254,45.647,45.5707
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,28,2.8735,17.7603,21.913,3.04947,45.6721,45.5963
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,29,2.87091,17.7779,21.8429,3.04333,45.6119,45.535
