dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,0,222.241,7.92238,13.2847,6.77581,263.779,250.224
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,1,224.303,7.91379,12.8546,6.66726,265.181,251.739
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,2,223.109,7.91248,13.5597,6.95603,264.859,251.537
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,3,220.43,7.91795,13.3047,6.58739,261.806,248.24
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,4,223.018,7.90965,13.3847,6.63245,264.538,250.945
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,5,220.425,7.90946,13.3853,6.67648,261.928,248.396
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,6,224.631,7.90926,13.3284,6.53414,266.048,252.403
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,7,224.027,7.91393,13.5115,6.5065,265.543,251.959
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,8,223.069,7.91265,13.4691,6.50342,264.488,250.954
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,9,222.252,7.91033,13.2655,6.68365,263.576,250.112
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,10,220.443,7.91029,13.2644,6.5536,261.672,248.171
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,11,223.088,7.90822,13.3707,6.64166,264.494,251.008
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,12,223.615,7.90868,13.4476,6.58125,265.233,251.553
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,13,221.869,7.91069,13.262,6.9847,263.552,250.027
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,14,221.807,7.91082,12.9527,6.49011,262.688,249.161
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,15,223.5,7.91255,13.1886,6.59866,264.752,251.2
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,16,222.682,7.91016,13.5416,6.47578,264.239,250.609
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,17,223.414,7.91553,13.3369,6.58022,264.896,251.247
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,18,223.271,7.90954,13.3197,6.43891,264.491,250.939
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,19,220.758,7.91336,13.4702,6.51571,262.239,248.657
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,20,222.177,7.91255,13.4693,6.65907,263.456,250.217
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,21,223.701,7.91187,13.1751,6.61914,264.838,251.408
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,22,223.505,7.91209,13.1443,6.6519,264.731,251.214
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,23,223.405,7.90914,13.4423,6.67546,264.983,251.432
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,24,220.381,7.9119,13.2575,6.49421,261.708,248.045
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,25,222.382,7.90911,13.4794,6.46144,263.796,250.232
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,26,223.255,7.91062,13.4396,6.58637,264.809,251.191
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,27,220.682,7.90935,13.4058,6.62528,262.258,248.623
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,28,223.424,7.91257,13.394,6.65498,264.879,251.386
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,29,220.259,7.9069,13.4387,6.67443,261.77,248.279
