dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,119.063,23.5367,9.48623,1.69267,150.347,153.779
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,116.973,15.9247,9.41842,1.55341,140.909,143.87
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,118.154,13.7422,9.41308,1.55648,138.479,142.865
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,117.009,14.5213,9.47689,1.5575,138.933,142.565
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,118.03,13.729,9.4641,1.56058,138.327,142.784
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,117.079,13.8995,9.49403,1.55546,139.526,142.028
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,117.148,13.7365,9.47752,1.55238,137.703,141.914
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,118.224,13.729,9.48085,1.55341,139.083,142.988
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,117.252,13.8841,9.51126,1.55955,139.001,142.207
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,117.152,13.8393,9.50422,1.55546,138.633,142.051
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,117.986,13.765,9.48123,1.5575,138.38,142.79
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,117.28,14.1478,9.41722,1.55955,139.337,142.404
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,117.614,13.6723,9.42091,1.55443,137.886,142.261
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,117.94,13.8755,9.49962,1.55853,139.425,142.874
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,118.472,13.7727,9.47765,1.55648,138.929,143.279
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,118.054,13.7224,9.48879,1.56058,138.283,142.825
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,117.753,13.6943,9.48725,1.55546,137.915,142.49
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,117.401,13.8077,9.48464,1.55546,138.724,142.249
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,116.949,13.8334,9.51994,1.55648,139.296,141.859
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,117.991,13.7716,9.4766,1.55546,139.384,142.795
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,118.323,13.7707,9.5192,1.55853,139.544,143.171
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,118.036,13.8947,9.4899,1.55546,139.161,142.976
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,117.478,13.796,9.4882,1.55648,139.171,142.319
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,118.621,13.7721,9.48206,1.55546,139.656,143.43
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,117.578,13.7823,9.4395,1.56877,138.645,142.369
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,116.887,13.7862,9.49625,1.5575,139.102,141.727
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,117.409,14.6734,9.43509,1.5575,139.542,143.075
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,118.12,13.794,9.52024,1.55341,139.412,142.988
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,118.02,13.7698,9.46616,1.55546,139.514,142.811
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,117.568,13.8495,9.48578,1.55648,139.194,142.46
