dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,1.11667,370.635,1.36829,0.710624,374.74,373.83
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.504416,220.038,1.36675,0.367584,223.352,222.277
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.502432,220.175,1.34503,0.372704,223.473,222.395
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.5,218.782,1.34989,0.360416,222.069,220.992
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.499968,218.973,1.34751,0.360416,222.076,221.181
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.499936,219,1.34303,0.358368,222.264,221.201
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.503232,219.408,1.34575,0.364512,222.689,221.622
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.500256,221.178,1.34557,0.369632,224.463,223.393
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.500672,219.177,1.34398,0.360416,222.455,221.382
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.499552,218.426,1.34487,0.367584,221.107,220.638
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.499904,218.202,1.34349,0.369664,221.485,220.415
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.499712,220.461,1.34425,0.36656,223.803,222.671
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.500384,218.582,1.34444,0.369632,221.866,220.797
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.502048,220.869,1.34508,0.369632,224.168,223.086
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.500608,223.316,1.34027,0.363488,226.587,225.52
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.499936,221.259,1.34545,0.36352,224.614,223.468
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.505184,222.907,1.34685,0.363488,226.244,225.122
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.506208,218.699,1.34694,0.367616,221.357,220.919
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.501632,220.976,1.34266,0.362464,224.251,223.183
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.500288,468.246,1.34432,0.363552,471.605,470.454
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.509632,224.214,1.36835,0.37168,226.962,226.464
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.513472,234.845,1.35044,0.359392,237.519,237.069
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.503008,237.049,1.34338,0.366592,239.739,239.262
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.500128,252.383,1.34505,0.365536,255.098,254.594
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.49904,227.931,1.34302,0.362496,230.593,230.135
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.49984,235.689,1.34435,0.365568,238.344,237.899
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.500256,219.43,1.34364,0.359424,222.693,221.634
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.49872,222.563,1.3415,0.358368,225.25,224.762
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.515936,221.517,1.34584,0.366624,224.158,223.745
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.515232,221.904,1.37241,0.368608,225.253,224.161
