dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,0,0.995936,1631.13,7.20198,2.9655,1639.86,1642.29
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,1,0.992128,1613.68,6.73961,2.47088,1616.03,1623.88
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,2,0.960704,1576.46,6.66456,2.44736,1585.23,1586.53
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,3,0.959872,1552.24,6.65918,2.44938,1559.34,1562.31
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,4,0.959392,1556.05,6.66503,2.44419,1536.22,1566.12
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,5,0.967072,1618.61,6.72068,2.46579,1620.39,1628.76
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,6,0.969856,1578.6,6.71125,2.45549,1588.9,1588.73
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,7,0.957344,1519.26,6.74885,2.45654,1529.56,1529.42
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,8,0.982336,1522.07,7.19425,2.35315,1531.63,1532.6
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,9,0.989408,1586.02,6.72809,2.46877,1594.04,1596.21
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,10,0.962112,1540.15,6.66025,2.44525,1528.92,1550.22
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,11,0.96704,1562.62,6.62558,2.44429,1568.53,1572.66
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,12,0.9592,1523.2,6.68941,2.44531,1528.26,1533.29
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,13,0.955296,1562.18,6.66197,2.44733,1561.26,1572.24
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,14,0.958944,1574.98,6.65883,2.44422,1566.7,1585.04
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,15,0.959648,1513.99,6.71088,2.45242,1524.26,1524.11
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,16,0.957248,1512.57,6.7311,2.46675,1509.26,1522.72
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,17,0.954848,1577.83,6.68389,2.44829,1588.07,1587.92
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,18,0.959744,1508.64,6.65954,2.44419,1512.55,1518.7
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,19,0.967616,1519.82,6.65673,2.44426,1517.58,1529.89
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,20,0.964704,1520.33,6.6626,2.4504,1525.15,1530.41
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,21,0.957568,1560.23,6.68848,2.44634,1570.46,1570.32
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,22,0.974656,1557.44,6.73102,2.46672,1559.11,1567.62
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,23,0.95712,1554.18,7.14858,2.34803,1562.03,1564.63
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,24,0.964768,1523.04,6.65896,2.44218,1531.11,1533.11
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,25,0.958176,1542.29,6.69189,2.44733,1552.53,1552.38
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,26,0.955136,1497.5,6.68626,2.45146,1507.74,1507.6
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,27,0.955552,1515.75,6.69321,2.4504,1525.99,1525.84
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,28,0.968416,1545.82,6.71445,2.45443,1556.13,1555.96
3,double,uniform,GPU,"P | P | P | P | N | D",6,512,29,0.957824,1526.48,6.66715,2.4463,1522.5,1536.56
