dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,0,117.668,21.6939,6.57249,3.16826,153.08,149.103
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,1,113.525,16.2788,6.54758,2.95014,143.853,139.301
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,2,114.851,16.2891,6.50185,2.96653,144.85,140.609
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,3,114.716,16.3065,6.68437,3.16826,145.235,140.876
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,4,114.96,16.3708,6.51598,2.94502,144.65,140.791
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,5,114.577,16.2712,6.58584,3.13651,144.532,140.571
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,6,113.317,16.2627,6.5921,3.01056,143.626,139.182
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,7,114.427,16.3393,6.62925,2.95936,144.453,140.355
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,8,113.96,16.3662,6.6558,2.9911,145.003,139.973
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,9,114.556,16.2926,6.72268,2.98394,144.555,140.556
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,10,113.249,16.3124,6.63283,2.97677,143.83,139.171
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,11,114.025,16.319,6.63108,2.9952,144.503,139.971
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,12,113.823,16.7896,6.56246,2.9952,145.142,140.17
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,13,114.585,16.2556,6.67507,3.19898,144.296,140.714
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,14,113.317,16.8502,6.67729,3.00032,144.816,139.845
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,15,114.005,16.4999,6.66156,2.91123,144.797,140.077
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,16,114.419,16.3292,6.64329,2.96346,144.42,140.355
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,17,113.781,16.3006,6.72158,3.16314,145.042,139.966
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,18,113.831,16.7276,6.63748,3.01466,145.031,140.211
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,19,112.842,16.3731,6.68901,3.19283,143.278,139.097
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,20,114.896,16.2996,6.67504,3.00032,145.007,140.871
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,21,114.264,16.2995,6.626,2.94502,144.158,140.135
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,22,114.161,16.2977,6.41688,3.18669,143.845,140.062
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,23,114.626,16.3361,6.63441,3.17542,145.138,140.772
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,24,114.207,16.4105,6.73393,2.97472,144.379,140.326
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,25,114.357,16.3846,6.52709,2.95117,144.757,140.22
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,26,114.567,16.2767,6.72954,2.9911,144.382,140.565
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,27,113.546,16.8747,6.72498,3.13958,145.014,140.285
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,28,114.611,16.271,6.70532,2.95424,144.078,140.542
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,512,29,113.742,16.3706,6.7303,2.99622,144.856,139.839
