dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,44.6384,583.349,5.16277,6.69894,639.729,639.849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,43.499,429.683,5.43098,1.32915,480.116,479.942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,43.4225,457.448,5.39965,1.30246,507.691,507.572
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,42.9961,426.945,5.28661,1.3025,476.626,476.53
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,42.9856,425.62,5.42014,1.31174,475.463,475.337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,42.9302,424.483,5.28153,1.29635,473.752,473.991
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,43.0124,414.267,5.35153,1.30147,464.045,463.933
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,43.3954,442.202,5.26686,1.30458,481.189,492.169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,44.0879,413.771,5.44508,1.32198,464.772,464.626
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,42.8397,420.474,5.36029,1.30659,470.104,469.98
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,43.4063,416.318,5.45644,1.29837,466.626,466.479
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,43.0788,425.139,5.35476,1.30973,475.003,474.882
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,43.4175,412.09,5.3649,1.30864,462.298,462.181
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,43.399,415.808,5.36317,1.29635,465.987,465.867
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,43.0137,414.25,5.24662,1.29635,463.542,463.807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,42.944,413.114,5.35259,1.29946,462.827,462.71
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,42.9542,584.014,5.36071,1.29741,633.74,633.627
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,43.1607,420.815,5.49141,1.32714,470.948,470.795
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,43.0386,416.474,5.16249,1.29635,465.121,465.971
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,42.8507,417.533,5.27018,1.29738,466.955,466.951
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,43.4462,412.331,5.27148,1.29533,461.478,462.344
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,42.9925,416.797,5.28235,1.29731,465.65,466.37
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,42.8872,412.046,5.36186,1.29946,461.713,461.594
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,42.9216,415.008,5.35179,1.2953,464.698,464.577
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,43.1482,416.163,5.3129,1.2984,466.033,465.923
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,42.9289,415.063,5.36382,1.30147,464.769,464.658
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,43.0971,414.509,5.35042,1.2984,464.367,464.255
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,42.8588,412.367,5.35329,1.29946,461.991,461.879
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,43.5144,413.756,5.3427,1.29837,464.026,463.912
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,43.1125,413.847,5.35324,1.30038,463.74,463.613
