dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,0.558688,480.196,1.38592,0.5632,439.144,482.703
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.492544,459.664,1.37057,0.387072,419.31,461.914
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.507296,456.895,1.34599,0.390144,414.459,459.139
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.490048,450.42,1.34795,0.382976,402.572,452.641
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.491584,459.64,1.34745,0.388096,412.867,461.867
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.507392,444.81,1.35153,0.388096,409.316,447.057
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.496768,451.778,1.36568,0.384,407.328,454.024
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.491264,448.487,1.35355,0.381952,406.25,450.713
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.490624,447.506,1.26762,0.381952,400.799,449.647
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.494912,447.617,1.34558,0.379904,412.75,449.837
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.493472,458.453,1.35392,0.382976,423.035,460.684
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.492064,452.831,1.34749,0.37888,406.137,455.049
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.488768,450.866,1.34667,0.385024,408.068,453.086
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.507424,442.725,1.34937,0.385024,395.853,444.966
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.491616,446.939,1.34799,0.388096,404.751,449.167
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.496704,442.052,1.34954,0.387072,403.158,444.285
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.490688,455.272,1.35777,0.386048,408.215,457.506
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.49232,453.728,1.34631,0.379904,407.406,455.946
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.491264,449.969,1.34806,0.380928,396.105,452.19
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.490656,460.552,1.26202,0.372736,413.708,462.677
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.509632,447.443,1.34896,0.377856,399.736,449.68
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.51056,446.122,1.34463,0.386048,405.746,448.364
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.494432,459.603,1.35068,0.379904,418.159,461.828
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.494176,462.656,1.34461,0.387072,422.85,464.882
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.492064,461.388,1.35166,0.381952,417.194,463.614
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.491968,453.614,1.34717,0.382976,412.423,455.836
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.489504,450.792,1.35455,0.387072,410.187,453.023
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.492416,444.283,1.34559,0.391168,402.491,446.512
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.496416,455.927,1.35079,0.390144,409.101,458.164
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.491008,448.157,1.34969,0.386048,406.316,450.384
