dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,0,65.9119,1206.65,2.76206,1.40083,1279.09,1276.73
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,1,63.8989,954.261,2.74688,1.10077,1023.95,1022.01
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,2,59.376,965.326,2.72111,1.09158,1024.83,1028.51
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,3,63.9178,946.005,2.72856,1.0967,1015.71,1013.75
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,4,64.247,948.012,2.76142,1.10384,1018.1,1016.12
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,5,63.7678,958.401,2.73817,1.09974,1027.97,1026.01
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,6,64.1831,1062.05,2.72988,1.09056,1131.54,1130.06
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,7,63.9539,955.939,2.75461,1.1111,1025.75,1023.76
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,8,59.7866,961.397,2.74124,1.09978,1024.6,1025.02
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,9,59.8828,1016.47,2.72616,1.08848,1080.39,1080.17
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,10,60.0452,956.103,2.72341,1.09155,1014.35,1019.96
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,11,64.0876,962.89,2.73119,1.09466,1032.25,1030.8
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,12,59.9591,978.927,2.73045,1.09258,1043.34,1042.71
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,13,60.4748,963.782,2.7275,1.08442,1025.47,1028.07
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,14,59.8481,959.384,2.72669,1.09053,1016.72,1023.05
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,15,59.9781,958.35,2.72743,1.09261,1020.92,1022.15
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,16,59.7947,972.13,2.746,1.09974,1035.56,1035.77
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,17,63.5667,968.712,2.7328,1.09667,1037.83,1036.11
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,18,59.5104,958.148,2.71705,1.09667,1021.64,1021.47
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,19,64.2123,961.866,2.73145,1.10083,1031.86,1029.91
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,20,59.4708,965.169,2.72604,1.09363,1026.81,1028.46
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,21,59.8908,966.719,2.73479,1.09357,1030.58,1030.44
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,22,59.654,974.832,2.72015,1.09466,1035.06,1038.3
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,23,59.6048,992.702,2.7257,1.09155,1055.81,1056.12
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,24,64.0013,952.407,2.73132,1.09462,1022.09,1020.23
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,25,63.3444,962.329,2.7347,1.11104,1031.48,1029.52
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,26,63.7884,967.24,2.73693,1.09469,1036.83,1034.86
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,27,59.7137,968.129,2.73506,1.08442,1030.81,1031.66
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,28,63.4082,968.68,2.75011,1.10288,1037.91,1035.94
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,512,29,64.0533,949.66,2.71963,1.09667,1019.43,1017.53
