dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,0,37.6653,677.16,1.96945,1.08851,672.77,717.883
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,1,38.1738,670.967,1.95325,0.884736,674.797,711.979
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,2,38.3614,673.131,1.93108,0.892928,669.014,714.316
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,3,38.5084,658.705,1.95478,0.896,659.568,700.064
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,4,37.9192,654.707,1.94605,0.891904,662.632,695.464
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,5,37.9008,648.809,1.94251,0.896,656.834,689.549
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,6,37.7234,647.085,1.95431,0.905216,656.609,687.668
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,7,37.7525,645.049,1.93862,0.879616,659.708,685.619
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,8,37.9443,652.693,1.93281,0.884736,657.878,693.455
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,9,38.6328,645.401,1.94535,0.893952,659.962,686.873
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,10,38.276,643.047,1.94581,0.940032,661.114,684.209
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,11,37.878,643.856,1.94291,0.882688,659.795,684.56
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,12,38.4904,660.862,1.96573,0.894976,666.828,702.213
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,13,37.7756,660.64,1.94464,0.873472,672.519,701.234
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,14,37.605,656.45,1.92993,0.893952,667.059,696.879
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,15,37.7338,650.003,1.93675,0.89088,662.8,690.564
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,16,37.7078,643.163,1.94171,0.882688,684.23,683.695
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,17,38.1733,638.642,1.94015,0.881664,657.411,679.637
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,18,37.694,642.687,1.9597,0.929792,662.107,683.271
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,19,38.0494,659.885,1.93651,0.879616,659.171,700.751
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,20,37.8278,644.922,1.94434,0.881664,652.087,685.575
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,21,37.9895,652.845,1.94604,0.903168,662.395,693.683
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,22,37.6412,666.252,1.93868,0.877568,657.282,706.709
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,23,37.3239,647,1.94074,0.88064,661.377,687.145
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,24,37.4623,655.388,1.93596,0.888832,656.052,695.676
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,25,38.0234,652.544,1.94128,0.899072,668.371,693.408
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,26,37.6108,650.534,1.95376,0.886784,665.446,690.986
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,27,37.939,645.51,1.93069,0.882688,665.235,686.262
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,28,37.6687,654.844,1.94143,0.884736,662.706,695.339
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,29,37.9161,646.354,1.93686,0.887808,665.269,687.095
