dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,0,446.756,10.5481,56.2816,14.4896,528.198,528.075
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,1,447.182,10.5388,56.2933,14.2674,528.368,528.281
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,2,448.407,10.5325,55.9402,14.3073,529.274,529.187
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,3,443.713,10.5375,56.0272,14.3114,524.679,524.589
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,4,442.001,10.5361,55.734,14.3114,522.669,522.583
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,5,441.765,10.538,56.4526,14.3084,523.151,523.064
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,6,441.837,10.5397,55.7206,14.335,522.524,522.432
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,7,444.942,10.5395,56.3526,14.3104,526.232,526.144
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,8,447.305,10.5373,56.2299,14.3391,528.499,528.412
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,9,441.666,10.5376,55.9863,14.2838,522.561,522.474
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,10,446.948,10.5369,56.2908,14.3094,528.17,528.085
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,11,444.737,10.5344,56.0047,14.3176,525.68,525.593
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,12,441.766,10.5347,56.5477,14.295,523.23,523.143
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,13,447.277,10.5387,56.442,14.2653,528.613,528.523
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,14,441.67,10.5361,56.1411,14.3084,522.741,522.655
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,15,448.672,10.5379,56.3614,14.3278,529.988,529.899
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,16,444.254,10.5364,56.2388,14.2828,525.397,525.312
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,17,444.261,10.535,56.4241,14.2776,525.585,525.498
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,18,441.72,10.5354,56.1607,14.3237,522.827,522.74
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,19,449.718,10.5392,56.8023,14.3268,531.473,531.387
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,20,442.025,10.5365,56.1578,14.3247,523.13,523.044
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,21,443.993,10.5353,56.3837,14.2746,525.272,525.186
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,22,448.114,10.5404,56.5344,14.2797,529.556,529.469
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,23,441.594,10.5349,56.768,14.2797,523.267,523.177
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,24,444.185,10.5413,56.3914,14.2961,525.499,525.414
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,25,442.549,10.5373,56.2087,14.2981,523.68,523.594
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,26,446.922,10.5392,55.8597,14.334,527.738,527.654
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,27,441.339,10.5337,56.2095,14.3124,522.482,522.395
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,28,450.153,10.5354,56.2925,14.3421,531.424,531.323
3,double,uniform,CPU,"P | P | P | P | N | D",1,512,29,448.942,10.544,56.3163,14.2643,530.157,530.067
