dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,0,65.5644,1094.95,4.91951,2.25478,1167.9,1167.69
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,1,59.8464,976.398,4.803,1.6824,1042.65,1042.73
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,2,60.3369,948.986,4.81637,1.68749,1012.11,1015.83
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,3,63.7439,948.81,4.81078,1.6855,1019.19,1019.05
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,4,60.2359,1035.75,4.78732,1.67837,1102.42,1102.45
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,5,63.3903,941.263,4.87841,1.70797,987.633,1011.24
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,6,64.24,976.203,4.79635,1.68138,1031.36,1046.92
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,7,60.0286,954.249,4.81936,1.68858,1012.76,1020.79
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,8,63.3359,948.416,4.81877,1.68141,1007.6,1018.25
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,9,59.9155,928.565,4.79103,1.68141,993.99,994.953
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,10,59.6542,954.771,4.78929,1.68141,999.23,1020.9
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,11,63.416,957.305,4.78928,1.68349,1018.44,1027.19
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,12,60.4584,954.444,4.79592,1.67626,1014.55,1021.37
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,13,64.1558,945.221,4.7924,1.67722,992.373,1015.85
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,14,60.3164,927.4,4.79165,1.67827,990.274,994.186
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,15,60.2044,936.351,4.80096,1.6824,998.977,1003.04
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,16,59.0496,950.906,4.78649,1.72851,1009.05,1016.47
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,17,64.1062,956.518,4.79132,1.67827,1007.16,1027.09
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,18,63.4352,977.335,4.82075,1.68544,1047.4,1047.28
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,19,59.9517,936.23,4.78156,1.67526,1002.67,1002.64
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,20,58.5514,933.071,4.77375,1.73056,995.654,998.127
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,21,63.9498,965.484,4.81498,1.69162,1036.07,1035.94
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,22,58.6322,971.008,4.78458,1.73056,1036.11,1036.15
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,23,63.3735,964.43,4.79068,1.68339,1011.32,1034.28
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,24,59.6113,966.936,4.79248,1.68038,1017.94,1033.02
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,25,63.2836,1011.38,4.79192,1.68346,1072.21,1081.14
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,26,63.7611,975.362,4.80735,1.67626,1045.73,1045.61
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,27,59.007,1000.15,4.82154,1.74285,1056.92,1065.72
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,28,64.2657,938.473,4.84938,1.68752,1009.42,1009.28
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,29,59.8514,933.004,4.79833,1.68346,996.685,999.338
