dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,0,2.09987,15.2732,17.9683,2.10637,37.5711,37.4477
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,1,1.69603,9.59803,17.9944,1.97222,31.3345,31.2607
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,2,1.69994,9.61238,17.9755,1.9712,31.3358,31.259
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,3,1.6889,9.6019,17.985,1.97018,31.319,31.246
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,4,1.68931,9.60245,17.9663,1.97018,31.3029,31.2283
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,5,1.69088,9.60273,17.9578,1.97018,31.2946,31.2216
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,6,1.6888,9.60632,17.9486,1.97018,31.2896,31.2139
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,7,1.69773,9.6004,17.954,1.97018,31.2969,31.2223
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,8,1.69082,9.62669,17.9408,1.97427,31.3075,31.2326
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,9,1.69309,9.61573,17.9583,1.97325,31.3151,31.2404
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,10,1.69437,9.59538,17.9649,1.96813,31.2974,31.2228
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,11,1.69322,9.60844,17.9549,1.96506,31.2885,31.2216
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,12,1.69187,9.59642,17.9527,1.97325,31.2909,31.2142
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,13,1.68835,9.60697,17.9505,1.96506,31.2853,31.2109
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,14,1.69062,9.60607,17.9586,1.9753,31.3028,31.2306
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,15,1.69382,9.59479,17.9726,1.96608,31.2984,31.2273
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,16,1.6953,9.60396,17.9558,1.96915,31.2904,31.2242
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,17,1.69072,9.60316,17.9554,1.96301,31.2863,31.2123
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,18,1.68771,9.60489,17.9669,1.96813,31.3056,31.2276
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,19,1.69878,9.60212,17.9661,1.96915,31.3104,31.2362
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,20,1.68934,9.61906,17.9471,1.96915,31.3021,31.2247
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,21,1.68502,9.60933,17.9437,1.96813,31.2852,31.2062
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,22,1.69194,9.60958,17.979,1.96608,31.3212,31.2466
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,23,1.68995,9.62226,17.9465,1.97018,31.2987,31.2288
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,24,1.68867,9.60459,17.9436,1.96403,31.2799,31.2009
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,25,1.69162,9.60215,17.9797,1.96915,31.3201,31.2426
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,26,1.69187,9.60012,17.9536,1.96301,31.2841,31.2086
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,27,1.69654,9.59788,17.9345,1.96813,31.271,31.1971
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,28,1.69917,9.60257,17.9347,1.97018,31.2855,31.2066
3,float,uniform,GPU,"D | D | D | D | D | D",2,512,29,1.70019,9.6034,17.9347,1.96608,31.279,31.2044
