dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,0,226.203,5.29938,21.5243,7.74656,260.898,260.773
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,1,221.295,5.29004,21.1971,7.49158,255.363,255.274
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,2,220.888,5.29018,20.4463,7.4752,254.187,254.1
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,3,224.091,5.29181,20.7199,7.48237,257.676,257.585
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,4,226.328,5.29124,20.7539,7.4752,259.937,259.849
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,5,221.094,5.28786,20.4859,7.4793,254.433,254.347
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,6,224.018,5.29506,20.6137,7.4967,257.513,257.424
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,7,222.304,5.28821,20.7252,7.49056,255.903,255.808
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,8,221.071,5.28915,20.3573,7.48032,254.283,254.198
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,9,222.531,5.28899,20.4214,7.48442,255.815,255.726
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,10,222.51,5.29978,20.5305,7.50285,255.944,255.843
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,11,222.415,5.29071,20.528,7.48237,255.804,255.716
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,12,222.155,5.2895,20.5941,7.48851,255.612,255.527
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,13,223.826,5.28832,20.5402,7.49056,257.231,257.145
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,14,223.938,5.29161,20.4691,7.48749,257.272,257.186
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,15,220.877,5.29004,20.8646,7.48851,254.604,254.52
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,16,222.091,5.28886,20.691,7.49261,255.655,255.564
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,17,222.592,5.28916,20.7177,7.45984,256.145,256.059
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,18,222.25,5.28794,20.7779,7.48237,255.883,255.798
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,19,220.814,5.28778,20.4505,7.48851,254.13,254.041
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,20,223.964,5.29228,20.5175,7.49158,257.354,257.265
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,21,222.368,5.29096,20.6789,7.4793,255.906,255.817
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,22,221.203,5.28965,20.3943,7.46906,254.444,254.356
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,23,223.741,5.28944,20.5285,7.47827,257.123,257.037
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,24,225.854,5.289,20.5445,7.48442,259.261,259.172
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,25,224.27,5.28725,20.7319,7.48032,257.852,257.77
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,26,222.24,5.29045,20.621,7.48339,255.719,255.635
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,27,223.84,5.29089,20.5686,7.47622,257.264,257.176
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,28,224.027,5.28893,20.5495,7.48032,257.432,257.346
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,29,223.758,5.28687,20.5482,7.48339,257.165,257.077
