dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,0,227.61,35.2414,26.4654,7.36563,295.271,296.683
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,1,226.255,30.0138,26.2356,7.18029,289.781,289.684
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,2,225.032,30.0119,26.4144,7.18438,288.004,288.642
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,3,227.11,29.947,26.502,7.17107,289.098,290.73
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,4,227.03,30.0103,26.4635,7.15981,290.776,290.664
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,5,225.206,30.1939,26.4388,7.17107,288.549,289.01
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,6,225.444,30.4282,26.3949,7.19155,289.222,289.459
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,7,226.172,30.1712,26.2322,7.17926,288.128,289.754
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,8,226.554,30.0303,26.4116,7.17414,289.368,290.17
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,9,226.923,30.0211,26.4114,7.16186,290.625,290.517
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,10,225.516,30.1592,26.2609,7.19053,289.03,289.126
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,11,226.877,30.0024,26.4567,7.16493,288.392,290.501
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,12,227.524,30.035,26.4204,7.18029,288.647,291.16
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,13,226.128,30.0786,26.3704,7.2151,288.639,289.792
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,14,226.161,30.4961,26.5147,7.15776,290.09,290.33
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,15,225.356,30.5215,26.452,7.15469,289.51,289.485
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,16,227.513,30.1686,26.4174,7.19053,290.624,291.289
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,17,227.3,30.0174,26.4573,7.16902,290.211,290.944
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,18,229.29,30.2051,26.3785,7.19565,292.111,293.069
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,19,227.094,30.0285,26.4427,7.17005,288.641,290.736
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,20,226.003,30.075,26.4453,7.18131,289.812,289.704
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,21,226.256,30.0071,26.4029,7.20589,289.971,289.872
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,22,224.576,30.4522,26.3941,7.17619,288.308,288.599
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,23,228.231,30.0104,26.4132,7.14547,291.895,291.801
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,24,227.193,30.0989,26.4493,7.16083,290.253,290.902
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,25,227.127,30.1579,26.4392,7.1721,290.118,290.896
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,26,225.994,30.0795,26.4391,7.18336,288.114,289.696
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,27,225.478,30.1505,26.3847,7.17722,288.893,289.19
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,28,226.844,30.6529,26.3399,7.16595,290.215,291.003
3,double,uniform,CPU,"P | P | P | P | N | D",2,512,29,227.57,30.1246,26.4618,7.21613,290.225,291.373
