dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,0,33.6205,623.044,2.36071,1.50726,660.741,660.533
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,1,32.1298,502.122,2.30937,0.945088,537.645,537.506
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,2,32.4726,532.193,2.2755,0.930752,558.88,567.872
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,3,32.1465,505.201,2.2699,0.939968,531.865,540.558
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,4,29.5346,479.152,2.27619,0.95744,508.235,511.92
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,5,32.078,517.007,2.28288,0.923616,552.41,552.292
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,6,32.1961,527.908,2.30004,0.925632,555.807,563.33
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,7,32.1923,469.562,2.31971,0.950208,502.613,505.025
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,8,30.332,481.251,2.26073,0.923648,513.81,514.767
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,9,32.4741,513.31,2.27492,0.925696,549.135,548.984
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,10,30.3209,513.239,2.30162,0.949248,541.109,546.81
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,11,31.9999,493.995,2.33284,0.930752,529.385,529.259
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,12,30.067,502.124,2.26152,0.935936,532.653,535.388
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,13,32.2831,471.096,2.26461,0.921536,503.725,506.565
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,14,30.2518,494.602,2.25939,0.9216,527.541,528.035
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,15,32.0608,466.151,2.27413,0.925696,501.53,501.412
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,16,30.5029,473.767,2.2615,0.927712,500.595,507.459
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,17,30.365,473.377,2.2602,0.921568,504.463,506.924
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,18,32.5228,485.167,2.34641,0.945088,503.503,520.981
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,19,32.4872,482.96,2.29157,0.928672,518.811,518.668
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,20,32.0524,475.084,2.33464,0.951232,510.538,510.423
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,21,32.0321,479.142,2.28807,0.91952,514.511,514.381
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,22,32.5494,497.226,2.26167,0.919456,496.08,532.957
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,23,32.3683,480.929,2.28736,0.930784,516.644,516.515
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,24,32.0787,536.252,2.28301,0.936896,571.676,571.55
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,25,31.9901,531.526,2.27337,0.918432,566.825,566.708
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,26,30.225,489.533,2.2647,0.933888,515.945,522.957
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,27,32.0884,499.772,2.27824,0.9328,531.418,535.072
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,28,32.3005,488.4,2.28913,0.939936,524.139,523.93
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,512,29,30.3679,502.867,2.27184,0.9328,529.926,536.44
