dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,125.497,1363.46,4.14643,1.09462,1497.04,1494.19
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,125.413,1335.19,4.10604,0.752608,1467.88,1465.46
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,125.621,1331.49,4.08012,0.754688,1464,1461.94
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,126.445,1359.1,4.13165,0.76496,1492.91,1490.45
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,125.603,1414.28,4.08694,0.7608,1546.7,1544.73
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,125.283,1347.4,4.08807,0.745472,1479.7,1477.52
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,124.927,1361.87,4.08348,0.758784,1494.06,1491.64
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,125.563,1378.73,4.08524,0.754656,1511.23,1509.13
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,127.043,1341.6,4.08282,0.754656,1475.45,1473.48
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,125.723,1347.96,4.084,0.754688,1480.69,1478.52
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,125.649,1376.58,4.12065,0.76592,1508.99,1507.12
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,125.407,1347.98,4.07937,0.753664,1480.57,1478.22
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,124.987,1316.45,4.08567,0.753664,1448.69,1446.28
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,125.088,1311.55,4.09055,0.75568,1443.78,1441.48
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,125.538,1370.31,4.08159,0.750592,1502.8,1500.68
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,125.423,1318.79,4.08555,0.752608,1451.2,1449.05
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,126.385,1380.91,4.09493,0.750592,1514.56,1512.14
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,127.043,1342.25,4.08847,0.754656,1475.45,1474.14
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,126.139,1347.69,4.08457,0.753632,1481.08,1478.67
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,125.328,1346.89,4.08176,0.75264,1479.47,1477.06
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,125.699,1338.1,4.08735,0.768992,1471.08,1468.65
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,125.311,1322.77,4.11081,0.758784,1455.36,1452.95
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,125.08,1331.37,4.08939,0.751584,1463.69,1461.29
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,125.558,1316.08,4.07907,0.752608,1448.26,1446.47
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,126.471,1368.1,4.08606,0.75264,1501.82,1499.41
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,125.56,1339.71,4.09385,0.753664,1472.49,1470.12
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,125.402,1337.4,4.08719,0.7608,1469.98,1467.65
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,125.55,1329.33,4.09155,0.756736,1461.89,1459.73
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,125.581,1319.31,4.07397,0.752608,1452.13,1449.71
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,127.033,1332.05,4.0865,0.755712,1465.61,1463.92
