dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,0,3.17539,38.8013,13.0877,5.59411,70.7653,60.6584
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,1,2.74016,33.501,13.1194,5.71904,64.7398,55.0796
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,2,2.74122,33.4258,13.151,5.7815,64.7132,55.0995
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,3,2.73645,33.5223,13.0442,5.7385,64.5909,55.0415
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,4,2.72986,33.3622,13.2079,5.7129,64.442,55.0128
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,5,2.73488,33.3893,13.0959,5.78867,64.7157,55.0087
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,6,2.74237,33.6349,13.2353,5.72211,64.6893,55.3347
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,7,2.73536,33.3006,13.1298,5.71187,64.5291,54.8777
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,8,2.7392,33.7249,13.0529,5.74054,64.8481,55.2575
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,9,2.73626,33.6698,13.1673,5.43027,64.5786,55.0037
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,10,2.73546,33.6178,13.2541,5.82349,65.0828,55.4309
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,11,2.736,33.3781,13.1522,5.85626,64.7201,55.1226
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,12,2.73482,33.5114,13.2641,5.72518,64.7252,55.2355
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,13,2.73424,33.4859,13.0773,5.84192,64.8312,55.1393
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,14,2.73152,33.3579,13.0613,5.76102,64.3883,54.9117
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,15,2.73152,33.7349,13.1512,5.7559,64.9004,55.3735
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,16,2.7376,33.4626,13.1912,5.77434,64.9413,55.1657
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,17,2.73213,33.4303,13.1631,5.75795,64.3194,55.0836
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,18,2.73341,33.4812,13.2174,5.71392,64.8728,55.1459
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,19,2.73392,33.3239,13.2507,5.82349,64.6948,55.132
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,20,2.73421,33.3547,13.168,5.80198,64.6236,55.059
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,21,2.73165,33.5842,13.2431,5.8153,64.5856,55.3742
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,22,2.73194,33.4636,13.2601,5.7344,64.9384,55.1901
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,23,2.72992,33.4741,13.1621,5.74771,64.6485,55.1138
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,24,2.73251,33.7297,13.1578,5.78253,64.5374,55.4026
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,25,2.73699,33.7954,13.1043,5.75795,64.7483,55.3947
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,26,2.74058,33.6734,13.1566,5.6832,64.6745,55.2538
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,27,2.73517,33.4351,13.1646,5.77024,64.503,55.1051
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,28,2.73066,33.663,13.1765,5.76512,64.7665,55.3353
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,512,29,2.73402,33.3849,13.089,5.7856,64.6176,54.9935
