dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,0,62.6534,686.6,7.02688,1.50627,757.896,757.787
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,1,63.1271,680.448,6.96783,0.87136,751.539,751.414
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,2,63.3755,685.689,6.96735,0.869344,757.038,756.901
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,3,62.6152,679.048,6.96622,0.878528,749.551,749.508
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,4,62.5577,687.128,6.9637,0.87136,757.645,757.521
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,5,63.2409,674.371,6.97574,0.8704,745.601,745.458
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,6,62.9868,680.945,7.04759,0.88672,752.009,751.866
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,7,62.6482,656.738,6.97088,0.871392,727.349,727.228
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,8,62.707,659.674,6.96805,0.86832,730.341,730.218
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,9,63.228,668.912,6.96611,0.869408,739.742,739.976
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,10,62.8948,689.946,6.96944,0.868288,760.802,760.679
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,11,62.3929,677.011,6.9676,0.871392,747.366,747.243
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,12,62.7033,679.417,6.96691,0.869344,750.114,749.957
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,13,62.6582,660.464,7.04542,0.890848,731.182,731.058
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,14,63.1158,678.907,6.96287,0.871424,749.976,749.857
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,15,62.586,657.653,6.97756,0.872384,728.21,728.089
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,16,62.5278,664.482,6.97119,0.869408,734.971,734.85
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,17,62.4301,668.563,6.96155,0.871424,738.929,738.826
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,18,62.7365,695.876,6.9719,0.872416,766.583,766.457
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,19,62.6761,660.874,6.96891,0.869344,731.468,731.388
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,20,63.2896,687.808,6.95671,0.872448,758.806,758.926
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,21,62.4924,674.888,6.96247,0.873408,745.338,745.216
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,22,63.2668,672.319,6.96321,0.870368,743.271,743.42
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,23,63.1603,673.754,6.97682,0.86832,744.882,744.759
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,24,62.7245,673.649,6.96836,0.871456,744.333,744.213
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,25,62.668,676.944,6.95306,0.8704,747.419,747.435
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,26,62.7605,683.607,6.97032,0.870336,754.332,754.208
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,27,63.3467,668.346,6.96652,0.86832,739.651,739.528
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,28,62.8134,681.111,6.96943,0.867264,751.893,751.761
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,29,62.6951,665.439,6.99547,0.881696,736.16,736.011
