dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,0,3.62403,5.30129,31.6539,3.90144,44.592,44.4806
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,1,3.24307,5.29081,31.6191,3.7847,44.0703,43.9377
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,2,3.24477,5.29114,31.6623,3.77856,44.1068,43.9768
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,3,3.25136,5.28852,31.6815,3.78675,44.1352,44.0082
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,4,3.24714,5.29409,31.6659,3.77754,44.1164,43.9847
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,5,3.24483,5.29278,31.6579,3.78061,44.1023,43.9761
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,6,3.2377,5.29228,31.6234,3.77344,44.0581,43.9269
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,7,3.24528,5.29308,31.6325,3.77651,44.0776,43.9474
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,8,3.24813,5.29369,31.6677,3.76627,44.1048,43.9758
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,9,3.24483,5.29251,31.6274,3.77139,44.068,43.9361
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,10,3.25254,5.29142,31.6546,3.77651,44.1063,43.9751
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,11,3.24525,5.29125,31.6432,3.78061,44.09,43.9603
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,12,3.24397,5.29231,31.6012,3.78675,44.0547,43.9242
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,13,3.24458,5.28994,31.6341,3.77856,44.078,43.9472
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,14,3.25402,5.29129,31.6291,3.77344,44.0795,43.9478
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,15,3.25184,5.29542,31.6457,3.77958,44.1037,43.9726
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,16,3.24714,5.30104,31.6814,3.77446,44.1333,44.004
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,17,3.23821,5.29039,31.6439,3.77242,44.0749,43.9449
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,18,3.24758,5.29289,31.6509,3.77344,44.0941,43.9648
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,19,3.24586,5.29203,31.6368,3.78573,44.0892,43.9604
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,20,3.23184,5.2907,31.6348,3.77139,44.0601,43.9288
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,21,3.24442,5.29159,31.6114,3.78778,44.065,43.9352
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,22,3.24742,5.29498,31.6443,3.78061,44.0967,43.9673
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,23,3.24147,5.29319,31.6143,3.77446,44.0551,43.9235
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,24,3.25014,5.29212,31.6241,3.77958,44.0763,43.946
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,25,3.25706,5.29511,31.6197,3.78778,44.0887,43.9596
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,26,3.23248,5.2921,31.6048,3.7847,44.0455,43.9141
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,27,3.25085,5.28963,31.5917,3.77549,44.0373,43.9077
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,28,3.23696,5.28995,31.6141,3.78675,44.0572,43.9278
3,float,uniform,GPU,"D | D | D | D | D | D",1,512,29,3.24429,5.29443,31.6006,3.77856,44.0486,43.9179
