dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,0,41.9557,865.161,3.43272,2.39606,890.03,912.946
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,1,41.6589,878.593,3.40231,1.32714,916.63,924.981
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,2,41.9281,840.931,3.44601,1.35376,862.778,887.659
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,3,41.7882,833.072,3.3977,1.32403,857.857,879.582
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,4,41.9121,835.589,3.38551,1.324,860.814,882.211
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,5,42.017,838.062,3.38143,1.32502,868.312,884.785
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,6,41.8132,799.458,3.39482,1.32496,824.375,845.992
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,7,42.739,818.916,3.45701,1.35469,839.085,866.467
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,8,41.8546,805.097,3.39084,1.32189,842.055,851.664
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,9,41.9421,787.389,3.39388,1.32397,825.201,834.049
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,10,41.8924,781.24,3.3922,1.3209,825.461,827.846
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,11,41.6324,873.972,3.38106,1.32499,873.215,920.31
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,12,41.8793,869.076,3.38852,1.32803,893.384,915.671
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,13,42.7765,829.138,3.42044,1.3383,867.676,876.673
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,14,41.8707,787.257,3.43517,1.33834,823.804,833.901
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,15,41.8951,789.605,3.39179,1.32198,817.961,836.214
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,16,41.852,798.641,3.39439,1.32707,834.896,845.214
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,17,41.6662,780.26,3.404,1.32294,826.799,826.653
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,18,41.7545,800.871,3.3933,1.31994,847.485,847.339
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,19,41.5915,772.285,3.38966,1.32496,815.17,818.591
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,20,42.7989,771.061,3.42621,1.32403,818.772,818.61
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,21,41.8086,782.926,3.45519,1.33011,829.664,829.52
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,22,41.7644,785.927,3.40346,1.3271,832.577,832.422
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,23,41.7169,767.607,3.40763,1.3168,814.191,814.048
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,24,42.3101,789.458,3.41497,1.32093,836.65,836.504
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,25,41.9613,785.244,3.41085,1.31683,832.087,831.933
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,26,41.7581,779.623,3.40861,1.31994,826.254,826.11
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,27,42.1025,779.165,3.40632,1.31994,826.15,825.994
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,28,41.6972,768.714,3.40016,1.32195,815.292,815.133
3,float,uniform,CPU,"P | P | P | P | N | D",6,512,29,41.827,780.277,3.40705,1.31693,826.976,826.828
