dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,0,127.268,1807.94,11.9819,4.74614,1950.94,1951.94
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,1,125.525,1904.89,11.884,3.42419,2045.28,2045.72
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,2,125.486,1882.65,11.9544,3.44368,2023.7,2023.53
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,3,125.67,1824.9,11.8938,3.43251,1965.47,1965.89
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,4,127.095,1856.86,11.8769,3.41501,1998.87,1999.25
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,5,126.762,1879.31,11.8676,3.42218,2021.51,2021.36
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,6,125.671,1737.95,11.8787,3.41603,1878.65,1878.92
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,7,125.084,1854.19,11.9375,3.43856,1994.82,1994.65
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,8,127.146,1895.17,11.8977,3.4232,2036.75,2037.63
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,9,125.309,1781.28,11.8826,3.42218,1921.46,1921.89
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,10,127.061,1827.5,11.8762,3.42621,1968.67,1969.86
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,11,125.406,1760.28,11.8643,3.42214,1901.13,1900.97
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,12,127.077,1818.11,11.8779,3.42835,1960.14,1960.49
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,13,127.483,1781.55,11.8746,3.41498,1923.08,1924.33
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,14,125.355,1711.27,11.8752,3.42627,1851.88,1851.92
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,15,125.841,1783.28,11.9013,3.4263,1924.36,1924.45
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,16,126.78,1797.94,11.94,3.44157,1940.25,1940.1
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,17,125.343,1766.3,11.8807,3.42317,1906.93,1906.95
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,18,125.516,1770.53,11.8733,3.416,1910.81,1911.33
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,19,124.947,1812.85,11.8775,3.42627,1952.87,1953.1
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,20,125.553,1778.59,11.8817,3.41194,1919.3,1919.43
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,21,125.935,1757.96,11.8618,3.41706,1899.33,1899.18
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,22,125.25,1769.63,11.8747,3.43146,1909.97,1910.18
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,23,125.767,1697.1,11.8755,3.42422,1837.56,1838.16
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,24,125.308,1700.02,11.8756,3.41805,1840.8,1840.62
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,25,125.498,1738.5,11.9335,3.43754,1879.27,1879.37
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,26,125.815,1976.67,11.8769,3.43146,2117.45,2117.79
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,27,124.938,1787.13,11.8735,3.4263,1927.39,1927.37
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,28,125.545,1856.97,11.8744,3.4263,1997.7,1997.81
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,29,127.24,1778,11.8704,3.42112,1919.21,1920.53
