dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,0,60.2021,18.7614,4.69872,2.08691,84.2688,85.7491
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,1,59.3253,9.22164,4.71547,1.88314,73.4582,75.1455
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,2,59.0609,9.19183,4.68758,1.88314,73.3553,74.8234
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,3,59.4374,9.37317,4.63196,1.88518,73.599,75.3277
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,4,59.5814,9.21432,4.75072,1.88826,73.3376,75.4347
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,5,59.5284,9.20612,4.75107,1.88518,73.2061,75.3708
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,6,59.2012,9.2087,4.67208,1.88211,73.0966,74.9641
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,7,59.2843,9.32755,4.7116,1.88211,73.7165,75.2055
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,8,59.111,9.25608,4.70157,1.88826,73.354,74.9569
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,9,59.3878,9.24308,4.64964,1.89338,73.1062,75.1739
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,10,59.5412,9.25001,4.64752,1.87699,73.6628,75.3157
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,11,59.1165,9.4182,4.67023,1.88621,73.4481,75.0911
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,12,59.5757,9.21529,4.72325,1.8903,73.3882,75.4045
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,13,59.1096,9.22356,4.77026,1.88928,73.1682,74.9927
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,14,59.3259,9.30615,4.71672,1.89133,73.7012,75.2401
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,15,59.3964,9.2659,4.67263,1.88826,73.7961,75.2232
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,16,59.4014,9.26816,4.6887,1.88518,73.5026,75.2435
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,17,59.1624,9.42633,4.78958,1.8903,73.6605,75.2686
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,18,59.2004,9.21367,4.70186,1.88006,73.2713,74.996
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,19,58.9765,9.45091,4.7446,1.90054,73.1768,75.0725
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,20,59.3209,9.23631,4.67821,1.88416,73.3493,75.1195
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,21,59.6456,9.19122,4.68447,1.87802,73.4025,75.3993
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,22,59.1304,9.2951,4.72316,1.88416,73.6769,75.0329
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,23,58.9856,9.28712,4.70456,1.88006,73.1852,74.8574
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,24,58.7038,9.40908,4.73776,1.88723,74.3068,74.7378
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,25,59.3437,9.38437,4.65581,1.87904,73.763,75.263
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,26,59.4116,9.19933,4.70072,1.8903,73.1305,75.2019
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,27,59.3356,9.42739,4.64924,1.88723,73.9003,75.2994
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,28,59.0395,9.41645,4.68576,1.88314,73.5365,75.0249
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,29,59.6482,9.18182,4.69034,1.87904,73.7477,75.3994
