dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,0,1.56419,1058.02,6.77043,2.85277,1069.37,1069.21
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,1,0.95888,840.662,6.81181,2.38285,848.317,850.815
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,2,0.95824,822.444,6.796,2.39104,832.389,832.589
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,3,0.967136,823.425,6.79083,2.38899,833.427,833.572
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,4,0.979584,821.758,7.11202,2.34496,832.013,832.195
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,5,0.95856,823.415,6.78995,2.37363,833.411,833.537
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,6,0.983072,822.303,7.09835,2.33062,832.577,832.715
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,7,0.980064,825.084,7.07747,2.3337,835.27,835.475
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,8,0.931072,823.776,6.68595,2.25994,828.579,833.653
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,9,0.931584,822.535,6.72262,2.26298,832.573,832.452
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,10,0.9608,820.176,6.78614,2.39616,830.142,830.319
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,11,0.93824,823.013,6.68954,2.25994,832.58,832.901
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,12,0.93072,834.554,6.71631,2.26093,814.529,844.462
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,13,0.929216,891.505,6.69185,2.25997,834.719,901.386
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,14,0.933312,838.709,6.68988,2.26605,828.644,848.598
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,15,0.931968,835.927,6.68532,2.26198,800.796,845.806
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,16,0.93232,826.886,6.68174,2.26397,785.753,836.764
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,17,0.9296,832.343,6.69102,2.26099,834.978,842.224
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,18,0.934368,819.276,6.69058,2.26509,784.942,829.166
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,19,0.958912,821.002,6.79184,2.38182,830.238,831.134
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,20,0.976832,821.371,7.06531,2.32858,829.468,831.742
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,21,0.980224,824.529,6.83076,2.38899,834.618,834.729
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,22,0.969856,819.268,6.79576,2.38899,825.938,829.422
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,23,0.962528,822.594,6.80904,2.37773,829.086,832.744
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,24,0.978848,917.639,7.08571,2.32858,921.552,928.032
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,25,0.928,828.768,6.68554,2.26403,834.624,838.645
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,26,0.980992,820.932,7.07111,2.34906,831.123,831.333
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,27,0.930656,821.107,6.68768,2.26304,830.61,830.989
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,28,0.9288,826.383,6.72488,2.26909,836.487,836.306
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,29,0.934816,824.395,6.69509,2.26502,828.624,834.29
