dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,44.384,608.143,2.94276,1.05571,651.566,656.526
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,43.0716,425.247,2.93082,0.633888,472.035,471.883
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,42.9532,430.713,2.87836,0.613376,476.943,477.158
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,43.2288,430.174,2.87717,0.615392,471.226,476.896
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,43.3189,461.458,2.87656,0.613376,496.357,508.266
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,43.2904,471.247,2.87599,0.614336,498.1,518.028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,43.1046,468.704,2.87766,0.615392,494.855,515.301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,43.3065,442.805,2.87828,0.612288,476.098,489.602
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,43.3076,453.072,2.87908,0.613344,490.066,499.872
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,43.2867,438.285,2.87759,0.615392,484.265,485.064
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,42.7404,420.261,2.94115,0.62976,461.191,466.572
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,42.8803,417.612,2.88588,0.617408,451.442,463.996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,43.3,413.263,2.87206,0.614336,457.331,460.049
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,42.8748,436.364,2.90359,0.631808,482.902,482.774
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,43.1666,412.943,2.88153,0.613312,459.717,459.605
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,42.9855,421.963,2.91433,0.63488,468.642,468.498
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,42.7772,414.842,2.87475,0.618464,456.523,461.112
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,42.8206,416.972,2.89076,0.616384,462.166,463.3
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,42.957,430.95,2.87755,0.619488,477.517,477.404
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,42.8647,413.736,2.88165,0.615392,460.212,460.097
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,43.3991,414.935,2.88186,0.620512,461.953,461.837
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,42.7742,414.595,2.87436,0.611296,455.106,460.855
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,42.8533,413.525,2.88651,0.62256,460.004,459.888
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,43.3052,414.507,2.8787,0.619456,453.046,461.31
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,43.3348,413.892,2.87758,0.615392,460.829,460.72
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,43.4304,429.902,2.8866,0.626688,476.967,476.845
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,43.1115,415.582,2.88465,0.61536,462.306,462.194
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,42.841,413.034,2.88629,0.617408,459.487,459.379
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,42.9076,415.262,2.88069,0.615424,461.778,461.666
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,43.1776,413.908,2.88432,0.613376,460.691,460.583
