dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,0,1.25123,1146.57,4.22736,1.05984,1153.23,1153.1
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,1,0.750784,964.887,4.19962,0.776192,968.25,970.614
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,2,0.73264,955.98,4.23341,0.735232,960.249,961.681
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,3,0.729216,959.813,4.26514,0.72704,964.183,965.534
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,4,0.7248,992.487,4.21571,0.73216,983.707,998.159
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,5,0.723552,988.342,4.21363,0.72192,990.854,994.001
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,6,0.752448,977.426,4.19768,0.782336,978.352,983.158
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,7,0.75344,938.122,4.16806,0.772096,943.116,943.816
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,8,0.74656,953.429,4.18096,0.771072,938.734,959.128
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,9,0.72864,946.881,4.21378,0.730048,951.047,952.554
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,10,0.751072,937.047,4.17551,0.772096,933.638,942.746
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,11,0.748576,950.78,4.16059,0.771072,956.566,956.46
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,12,0.767552,934.39,4.17322,0.770048,940.151,940.101
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,13,0.748064,945.127,4.17619,0.775168,950.828,950.826
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,14,0.746464,943.797,4.17837,0.777216,949.362,949.499
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,15,0.766784,942.629,4.17244,0.77312,946.897,948.342
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,16,0.75408,943.67,4.20732,0.77824,942.511,949.41
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,17,0.722752,943.973,4.21623,0.721888,949.735,949.634
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,18,0.771264,947.77,4.17024,0.772096,949.582,953.483
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,19,0.7488,959.219,4.17386,0.774144,949.895,964.916
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,20,0.72944,952.739,4.23544,0.74544,943.133,958.45
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,21,0.74672,938.866,4.16094,0.775168,944.25,944.549
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,22,0.747904,958.507,4.1667,0.770048,963.953,964.191
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,23,0.749664,973.917,4.17561,0.774144,972.469,979.616
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,24,0.745728,980.524,4.1684,0.772096,979.412,986.21
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,25,0.75232,994.426,4.15819,0.777216,984.637,1000.11
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,26,0.751008,944.768,4.19545,0.78336,949.347,950.498
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,27,0.74688,949.224,4.16658,0.770048,947.54,954.907
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,28,0.730368,981.151,4.30194,0.74752,980.326,986.93
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,29,0.747744,945.113,4.15913,0.771072,943.703,950.791
