dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,0,5.81939,15.7879,26.0175,12.0289,79.1981,59.6537
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,1,5.4208,15.7728,26.2419,11.9757,78.6706,59.4112
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,2,5.42368,15.7677,26.6215,11.8671,78.5668,59.68
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,3,5.42454,15.7698,26.2633,11.8723,78.7069,59.3299
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,4,5.42752,15.7714,26.6428,11.9224,79.1663,59.7642
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,5,5.4265,15.7681,26.4712,11.5333,78.5467,59.1991
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,6,5.42285,15.7741,26.4201,11.9112,78.9976,59.5282
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,7,5.4248,15.7708,26.4886,11.9921,78.8546,59.6763
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,8,5.42499,15.7715,26.608,11.948,79.0954,59.7526
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,9,5.42211,15.7687,26.0732,11.9921,78.628,59.2561
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,10,5.42243,15.7697,26.5885,11.9204,78.8662,59.701
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,11,5.42854,15.7721,26.2412,11.9409,78.8021,59.3826
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,12,5.42282,15.7708,26.3687,11.9316,78.725,59.4939
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,13,5.4271,15.7753,26.4137,11.9593,79.0521,59.5755
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,14,5.42682,15.7724,26.4009,11.9962,78.9096,59.5962
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,15,5.42278,15.7726,26.2751,11.4186,78.2347,58.8891
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,16,5.42755,15.7731,26.4639,11.5405,78.6236,59.2051
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,17,5.43235,15.772,26.3803,11.2568,78.0613,58.8415
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,18,5.42355,15.778,26.5669,12.0013,79.283,59.7697
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,19,5.42643,15.7753,26.613,11.6029,78.7263,59.4177
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,20,5.42592,15.7757,26.5325,11.4729,78.5745,59.207
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,21,5.42243,15.7725,26.383,11.9306,78.6245,59.5086
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,22,5.41965,15.7776,26.0247,11.9378,78.4966,59.1597
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,23,5.43027,15.7748,26.2987,11.8989,78.8613,59.4026
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,24,5.42237,15.7716,26.7366,11.9634,79.2042,59.894
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,25,5.42912,15.7689,26.5161,11.9532,78.9615,59.6673
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,26,5.42122,15.7696,26.6153,11.9142,78.9642,59.7203
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,27,5.42499,15.7742,26.561,11.8262,78.9699,59.5864
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,28,5.42509,15.7702,26.6191,11.8702,79.2613,59.6845
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,512,29,5.4231,15.7788,26.2106,11.9347,78.8052,59.3473
