dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,0,1.49834,2008.55,11.9932,4.06214,2024.64,2026.11
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,1,1.42464,2049.25,11.9421,3.42733,2064.19,2066.04
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,2,1.40906,1995.56,12.0074,3.44467,2009.92,2012.43
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,3,1.39987,2010.14,11.9278,3.42218,2025.38,2026.89
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,4,1.40947,2081.77,11.9123,3.41398,2098.65,2098.51
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,5,1.4216,2024.36,12.8045,3.4519,2041.3,2042.03
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,6,1.42368,2032.45,11.9239,3.39962,2047.71,2049.19
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,7,1.38982,2031.85,12.0059,3.43251,2046.49,2048.68
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,8,1.3887,2057.2,11.926,3.41296,2071.71,2073.92
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,9,1.39523,2049.97,11.9287,3.43037,2065.68,2066.73
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,10,1.41114,2069.34,11.9304,3.41392,2084,2086.1
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,11,1.40758,2001.96,12.0014,3.44477,2016.03,2018.81
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,12,1.38765,2032.28,11.921,3.40374,2046.57,2048.99
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,13,1.41347,2034.69,11.9249,3.41811,2048.2,2051.45
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,14,1.40096,2058.71,11.9761,3.43245,2075.16,2075.52
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,15,1.388,2023.9,11.9477,3.41197,2040.1,2040.64
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,16,1.40909,1997.19,11.9253,3.42115,2012.17,2013.95
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,17,1.40851,2038.12,11.9275,3.41494,2051.94,2054.87
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,18,1.40851,2067.74,11.925,3.42422,2082.23,2084.5
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,19,1.40909,2006.92,11.9257,3.41299,2020.91,2023.67
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,20,1.38496,2027.89,11.9248,3.41293,2042.51,2044.61
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,21,1.40208,2074.18,11.9864,3.43962,2088.76,2091.01
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,22,1.39552,2061.38,11.953,3.4191,2076.8,2078.15
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,23,1.40781,2055.14,11.9174,3.42835,2070.2,2071.89
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,24,1.41005,2050.34,11.9189,3.41805,2065.69,2067.09
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,25,1.40154,2120.57,11.9307,3.42323,2135.86,2137.33
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,26,1.40976,2031.16,11.9208,3.41296,2047.81,2047.91
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,27,1.42304,2067.05,12.0054,3.43754,2082.84,2083.92
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,28,1.40781,2000.41,11.9189,3.41296,2015.71,2017.15
3,double,uniform,GPU,"P | P | P | P | D | N",4,512,29,1.39277,2048.1,11.9221,3.4161,2062.31,2064.83
