dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,0,44.0626,362.995,4.76327,1.01066,412.825,412.831
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,1,43.0432,228.197,4.69604,0.61744,276.284,276.553
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,2,42.5989,218.983,4.68777,0.618464,266.819,266.888
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,3,42.6185,218.653,4.68724,0.614368,266.501,266.573
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,4,43.1677,217.526,4.68302,0.614336,265.68,265.991
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,5,42.523,217.51,4.69219,0.616384,265.365,265.342
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,6,43.3382,217.164,4.72276,0.619488,265.959,265.845
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,7,43.134,217.438,4.69509,0.618432,265.6,265.886
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,8,43.0756,219.567,4.68274,0.616384,267.701,267.942
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,9,43.1052,217.456,4.69063,0.613312,265.61,265.865
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,10,42.7329,217.49,4.694,0.618464,265.46,265.536
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,11,43.1465,217.749,4.68705,0.61536,265.864,266.198
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,12,42.7277,220.273,4.68919,0.612384,268.312,268.303
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,13,43.063,217.252,4.72211,0.619552,265.768,265.656
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,14,42.5989,217.519,4.7162,0.630752,265.525,265.465
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,15,42.8179,217.43,4.74106,0.621504,265.373,265.61
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,16,43.0346,217.49,4.68675,0.616416,265.686,265.827
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,17,42.613,217.666,4.69288,0.616416,265.612,265.588
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,18,42.5096,217.591,4.69836,0.615392,265.387,265.414
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,19,42.5397,218.344,4.6855,0.613376,266.165,266.182
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,20,43.0933,217.266,4.71101,0.61952,265.801,265.689
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,21,42.5,217.476,4.69208,0.618496,265.314,265.286
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,22,42.5985,219.143,4.69027,0.61536,266.401,267.047
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,23,43.0166,225.346,4.68214,0.616416,273.585,273.661
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,24,43.1329,217.255,4.6801,0.614336,265.582,265.683
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,25,43.1128,218.605,4.71883,0.61536,267.159,267.052
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,26,43.1027,217.18,4.68867,0.61536,265.213,265.587
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,27,43.1129,217.301,4.68922,0.614336,265.337,265.718
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,28,43.0397,217.161,4.71263,0.619456,265.643,265.533
3,float,uniform,CPU,"D | D | D | D | N | D",6,512,29,42.7328,217.53,4.6922,0.614336,265.516,265.569
