dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,0,224.872,36.2423,24.8324,3.2471,289.327,289.194
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,1,225.175,30.8514,21.8652,3.05766,278.72,280.95
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,2,223.847,30.5613,21.8075,3.05664,279.358,279.272
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,3,223.217,30.4585,21.8123,3.04538,278.62,278.533
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,4,224.715,30.5169,21.8081,3.05766,279.664,280.097
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,5,223.492,30.4183,21.8389,3.05562,278.899,278.805
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,6,224.017,30.577,21.7999,3.05869,278.764,279.453
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,7,225.213,30.5393,21.7871,3.05152,280.69,280.591
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,8,222.004,30.4722,21.7888,3.05459,277.406,277.32
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,9,225.372,30.6225,21.7901,3.05971,278.643,280.844
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,10,223.236,30.6625,21.6869,3.05766,277.6,278.643
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,11,223.856,30.5425,21.8378,3.05459,279.38,279.291
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,12,223.086,30.5503,21.774,3.05357,278.554,278.464
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,13,224.943,30.7127,21.8314,3.05869,278.499,280.546
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,14,222.859,30.4418,21.8459,3.05357,278.288,278.201
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,15,225.092,30.4154,21.7912,3.04947,278.377,280.348
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,16,223.429,30.6467,21.666,3.05357,278.208,278.795
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,17,222.766,30.6771,21.6923,3.0505,277.369,278.186
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,18,224.286,30.9662,21.6895,3.05152,280.006,279.993
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,19,225.049,30.6481,21.6802,3.05459,279.435,280.432
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,20,226.47,30.6922,21.6633,3.05152,279.763,281.877
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,21,224.987,30.5389,21.8195,3.05152,279.452,280.397
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,22,223.999,30.5111,21.8132,3.05562,278.341,279.379
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,23,223.091,30.4345,21.8404,3.05459,278.513,278.421
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,24,226.295,30.5519,21.7266,3.05459,280.745,281.628
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,25,223.522,30.394,21.845,3.05459,278.907,278.816
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,26,226.386,30.6623,21.6698,3.05459,279.648,281.772
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,27,225.779,30.672,21.6274,3.05459,280.055,281.133
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,28,223.581,30.3973,21.8829,3.0464,279,278.908
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,29,224.953,30.677,21.6996,3.0505,279.296,280.38
