dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,0.999936,1487.97,6.72816,3.23984,1499.13,1498.94
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,0.958688,1447.49,6.61665,2.31926,1457.53,1457.39
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,0.960928,1445.88,6.57816,2.31725,1455.91,1455.74
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,0.95728,1425.62,6.61361,2.31523,1435.65,1435.51
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,0.957312,1358.17,6.60106,2.31523,1368.19,1368.05
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,0.95648,1368.88,6.59718,2.31722,1378.89,1378.75
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,0.954848,1394.2,6.60927,2.31622,1404.22,1404.08
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,0.959488,1375.12,6.5762,2.31725,1385.14,1384.97
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,0.955936,1402.96,6.61424,2.31626,1412.99,1412.85
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,0.95936,1388.48,6.60539,2.31926,1398.51,1398.37
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,0.989632,1367.62,6.59957,2.31622,1377.66,1377.52
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,0.956928,1411.56,6.59833,2.31725,1421.57,1421.43
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,0.978016,1402.34,6.60192,2.3296,1412.39,1412.25
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,0.95904,1376.7,6.62634,2.33264,1386.77,1386.62
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,0.955392,1361.7,6.61754,2.31725,1371.74,1371.59
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,0.956096,1493.71,6.60524,2.31824,1503.73,1503.59
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,0.956416,1424.5,6.59758,2.31722,1434.51,1434.37
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,0.953888,1425.72,6.60049,2.31725,1435.73,1435.6
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,0.9672,1384.16,6.57164,2.32442,1394.19,1394.02
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,0.956128,1393.83,6.66637,2.32851,1403.92,1403.78
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,0.977888,1373.01,6.63474,2.3367,1383.1,1382.96
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,0.953792,1478.48,6.60119,2.31725,1488.49,1488.35
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,0.95568,1416.98,6.60412,2.3152,1427,1426.86
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,0.954656,1380.4,6.60167,2.32544,1390.43,1390.28
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,0.954368,1399.35,6.59676,2.31722,1409.36,1409.22
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,0.954496,1403.93,6.59981,2.31622,1413.94,1413.8
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,0.977888,1393.83,6.57655,2.32237,1403.79,1403.71
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,0.953952,1420.72,6.59966,2.31622,1430.74,1430.59
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,0.966176,1357.75,6.60122,2.31731,1367.81,1367.64
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,0.960576,1368.06,6.5741,2.3193,1378.06,1377.92
