dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,86.3608,673.305,5.7731,1.47046,767.081,766.91
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,84.6722,441.108,5.75226,1.01478,532.662,532.547
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,84.5767,438.727,5.73095,1.01165,530.156,530.047
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,85.6261,439.531,5.73421,1.02397,532.03,531.915
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,84.3785,438.851,5.6953,1.00963,529.924,529.935
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,84.4236,437.144,5.70185,1.01066,527.329,528.28
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,85.6228,436.499,5.73577,1.02502,529.002,528.883
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,85.3968,440.918,5.72477,1.02189,532.716,533.062
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,84.4459,437.209,5.756,1.02192,528.555,528.433
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,84.6575,436.068,5.68939,1.0096,527.488,527.424
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,84.3211,437.159,5.69476,1.01373,528.237,528.189
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,85.1268,435.576,5.69544,1.01574,526.993,527.414
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,86.343,437.071,5.73271,1.0199,530.275,530.166
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,84.2741,441.146,5.70167,1.01472,531.459,532.136
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,85.2223,447.456,5.76747,1.03318,539.618,539.479
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,85.6405,448.396,5.73853,1.02707,541.259,540.802
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,85.382,457.773,5.69178,1.0096,549.556,549.857
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,85.8327,449.041,5.76481,1.03523,541.818,541.674
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,85.4994,463.754,5.72031,1.01069,554.74,555.984
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,84.4536,454.138,5.70111,1.01882,544.409,545.311
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,84.4237,454.751,5.69173,1.00861,545.379,545.876
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,84.4147,444.784,5.69489,1.01376,535.162,535.907
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,84.3732,440.474,5.70134,1.01677,531.064,531.565
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,85.6321,435.453,5.73604,1.01987,527.97,527.841
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,84.3709,440.57,5.69467,1.01578,531.276,531.651
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,85.0008,436.725,5.73946,1.02294,528.602,528.488
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,85.0919,521.809,5.71865,1.0096,613.737,613.629
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,85.6245,467.491,5.7235,1.0137,559.961,559.852
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,85.3275,446.814,5.69262,1.00963,537.587,538.843
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,84.5819,449.221,5.68329,1.01066,540.518,540.497
