dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,0,1.06714,613.007,2.43272,1.19907,607.499,617.706
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,1,0.468928,503.041,2.41232,0.878592,491.979,506.801
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,2,0.458624,506.814,2.40008,0.963584,510.65,510.636
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,3,0.455808,472.346,2.3933,0.970752,475.874,476.166
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,4,0.456416,475.523,2.40567,0.963584,478.171,479.349
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,5,0.471552,481.564,2.41101,0.969728,485.373,485.417
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,6,0.475552,496.017,2.43033,0.970752,491.877,499.893
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,7,0.469728,480.361,2.39512,0.877568,482.98,484.104
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,8,0.455456,492.239,2.42628,0.95744,472.785,496.078
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,9,0.481792,475.063,2.44247,0.974848,467.799,478.962
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,10,0.46016,472.189,2.43933,0.978944,469.136,476.067
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,11,0.460032,474.695,2.40991,0.970752,474.762,478.536
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,12,0.458464,472.223,2.40087,0.961536,471.448,476.044
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,13,0.456384,467.99,2.4038,0.954368,464.6,471.805
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,14,0.472928,476.005,2.41319,0.973824,479.805,479.865
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,15,0.455296,484.55,2.39292,0.96256,482.768,488.361
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,16,0.457248,481.857,2.41571,0.955392,485.225,485.685
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,17,0.464608,477.84,2.40966,0.961536,475.508,481.675
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,18,0.460096,475.169,2.44338,0.97792,455.314,479.051
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,19,0.459008,491.612,2.40629,0.960512,487.681,495.437
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,20,0.47248,492.639,2.4166,0.969728,496.459,496.498
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,21,0.472448,477.136,2.40048,0.882656,480.54,480.892
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,22,0.457152,496.082,2.4065,0.96768,489.123,499.913
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,23,0.45536,477.08,2.39685,0.960512,480.845,480.893
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,24,0.457152,479.804,2.4053,0.971744,482.703,483.638
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,25,0.456704,478.323,2.40128,0.964608,480.983,482.146
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,26,0.459552,466.196,2.39945,0.964608,470.017,470.02
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,27,0.462112,474.377,2.40403,0.96256,470.519,478.206
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,28,0.475328,477.99,2.39841,0.98304,475.348,481.846
3,float,uniform,GPU,"P | P | P | P | D | N",8,512,29,0.458208,476.603,2.4019,0.964608,480.399,480.428
