dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,1.89162,23.5208,10.6974,1.7367,37.7974,37.8465
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,1.43725,15.4498,9.46713,1.5575,27.9862,27.9117
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,1.43645,15.4573,9.47281,1.55443,27.9966,27.921
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,1.44522,14.2499,10.6503,1.5872,28.002,27.9326
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,1.44272,14.2154,10.6573,1.58208,27.9287,27.8975
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,1.44144,14.1384,10.7323,1.5913,27.9097,27.9035
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,1.44605,14.1793,10.6722,1.58925,27.9611,27.8868
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,1.43597,15.4107,9.4988,1.55238,27.9746,27.8979
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,1.44355,14.1432,10.7281,1.58822,27.9258,27.9031
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,1.4513,14.1189,10.7056,1.58925,27.8999,27.865
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,1.44067,14.1292,10.7328,1.58822,27.9192,27.8909
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,1.444,14.1636,10.7329,1.5913,27.9388,27.9318
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,1.43542,15.4763,9.46633,1.55443,28.0093,27.9325
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,1.44339,14.2227,10.6602,1.59334,27.8918,27.9196
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,1.44426,14.1411,10.7385,1.58106,27.9132,27.9049
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,1.44845,14.129,10.7298,1.59027,27.9091,27.8976
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,1.44672,14.1151,10.7369,1.58413,27.877,27.8829
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,1.43632,15.4758,9.47537,1.55238,28.017,27.9399
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,1.43478,15.4291,9.48442,1.54726,27.9732,27.8955
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,1.43405,15.4804,9.4682,1.55443,28.018,27.9371
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,1.44464,14.1855,10.6672,1.5831,27.9189,27.8804
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,1.43546,15.4715,9.48439,1.5575,28.0243,27.9488
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,1.43674,15.4583,9.45382,1.55443,27.9825,27.9033
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,1.44333,14.1459,10.7288,1.58925,27.9308,27.9073
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,1.4343,15.4411,9.47581,1.55955,27.9899,27.9108
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,1.44538,14.2428,10.6608,1.58413,27.9163,27.9331
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,1.44557,14.2074,10.6674,1.58106,27.906,27.9014
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,1.4471,14.1105,10.7275,1.59232,27.9531,27.8774
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,1.44685,14.2326,10.642,1.58822,27.8826,27.9096
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,1.44269,14.128,10.7151,1.58515,27.9192,27.8709
