dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,0,31.3579,600.141,2.44395,1.18368,625.912,635.126
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,1,32.2938,535.016,2.41557,0.889856,562.499,570.615
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,2,30.4771,517.882,2.40735,0.882592,549.112,551.649
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,3,30.4609,489.915,2.40566,0.877504,518.309,523.659
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,4,30.3992,480.494,2.40329,0.88064,501.01,514.177
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,5,31.9548,472.892,2.39275,0.885696,499.265,508.125
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,6,32.0814,492.293,2.41011,0.895904,527.82,527.68
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,7,32.0442,486.885,2.3989,0.877536,520.545,522.205
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,8,32.1028,488.722,2.40407,0.879584,524.223,524.109
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,9,30.1459,486.485,2.45756,0.90624,519.808,519.995
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,10,32.2893,466.411,2.4526,0.904096,502.178,502.057
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,11,32.3469,473.837,2.40168,0.87856,494.354,509.464
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,12,32.0099,493.693,2.40595,0.88368,529.119,528.993
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,13,31.9618,490.941,2.40358,0.881632,508.136,526.188
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,14,30.2678,487.489,2.40356,0.879584,515.325,521.04
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,15,29.7698,481.431,2.41602,0.958464,510.217,514.575
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,16,30.2427,484.268,2.39588,0.87552,514.264,517.782
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,17,32.0958,488.69,2.3998,0.879616,509.863,524.065
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,18,30.5499,472.788,2.48172,0.903104,504.277,506.723
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,19,30.3163,481.848,2.39882,0.881664,511.639,515.444
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,20,30.0975,463.871,2.40021,0.88064,495.88,497.249
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,21,32.0735,474.692,2.4077,0.878528,510.185,510.052
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,22,30.3583,505.413,2.42216,0.88672,534.77,539.08
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,23,31.8949,491.701,2.40056,0.882624,507.327,526.879
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,24,29.7177,475.992,2.40873,0.959488,499.225,509.078
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,25,32.3002,470.909,2.41236,0.892896,506.636,506.515
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,26,32.0138,491.902,2.40326,0.875488,516.714,527.194
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,27,31.9303,470.062,2.39557,0.881632,502.281,505.269
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,28,30.1266,489.033,2.38624,0.875488,503.376,522.421
3,float,uniform,CPU,"P | P | P | P | D | N",8,512,29,32.4864,484.115,2.39724,0.880608,519.998,519.879
