dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,0,2.02048,24.5682,8.39429,3.76422,38.7043,38.7472
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,1,1.44675,14.79,8.51846,3.5625,28.3358,28.3177
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,2,1.44582,14.8272,8.46082,3.57888,28.3078,28.3127
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,3,1.44502,14.8077,8.48548,3.55738,28.2843,28.2956
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,4,1.44413,14.8047,8.49408,3.55635,28.2711,28.2993
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,5,1.44701,14.8078,8.49428,3.56451,28.2648,28.3136
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,6,1.45053,14.8413,8.39793,3.56864,28.2475,28.2584
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,7,1.44534,14.7992,8.48111,3.55635,28.307,28.282
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,8,1.44579,14.8341,8.41409,3.57888,28.2542,28.2729
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,9,1.44589,14.7811,8.48334,3.58707,28.3191,28.2974
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,10,1.44525,14.8236,8.4653,3.54816,28.2351,28.2823
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,11,1.44198,14.826,8.42622,3.56659,28.2269,28.2608
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,12,1.44691,14.8259,8.43073,3.56147,28.2809,28.265
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,13,1.44666,14.7884,8.48545,3.56966,28.3177,28.2902
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,14,1.46458,14.8653,8.4558,3.56864,28.3065,28.3543
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,15,1.44774,14.8125,8.48046,3.54714,28.283,28.2878
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,16,1.44291,14.9151,8.37166,3.57478,28.4051,28.3045
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,17,1.44698,14.8224,8.4826,3.55226,28.2856,28.3042
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,18,1.44378,14.7879,8.49101,3.56659,28.2751,28.2893
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,19,1.44518,14.828,8.45769,3.56352,28.2786,28.2944
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,20,1.44432,14.8139,8.48225,3.54202,28.2861,28.2825
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,21,1.44371,14.812,8.47151,3.55533,28.2373,28.2825
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,22,1.444,14.8145,8.44618,3.5369,28.2565,28.2416
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,23,1.45005,14.7945,8.49021,3.56762,28.1797,28.3023
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,24,1.44515,14.779,8.45184,3.56966,28.2676,28.2457
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,25,1.4416,14.8214,8.46149,3.57478,28.3229,28.2993
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,26,1.448,14.7932,8.50334,3.56762,28.323,28.3122
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,27,1.44922,14.8188,8.46651,3.56352,28.2985,28.2981
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,28,1.45245,14.8026,8.45801,3.55942,28.2967,28.2725
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,29,1.44691,14.7939,8.47327,3.56557,28.262,28.2796
