dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,0,226.234,5.30216,21.253,3.7847,256.698,256.574
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,1,222.241,5.29526,21.2365,3.64237,252.494,252.415
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,2,221.235,5.29236,21.2063,3.63213,251.446,251.366
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,3,224.388,5.2947,21.1901,3.64237,254.593,254.515
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,4,224.262,5.28976,21.2024,3.64442,254.481,254.399
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,5,222.515,5.2931,21.1952,3.64442,252.74,252.648
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,6,222.668,5.29298,21.2121,3.63213,252.887,252.805
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,7,224.346,5.29862,21.2048,3.63622,254.568,254.486
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,8,223.679,5.29295,21.2049,3.64237,253.9,253.819
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,9,223.754,5.29236,21.2011,3.6352,253.962,253.883
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,10,225.019,5.28857,21.2061,3.63725,255.227,255.151
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,11,222.434,5.28967,21.1952,3.64442,252.644,252.563
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,12,224.908,5.29247,21.1899,3.63725,255.107,255.028
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,13,223.932,5.29105,21.1932,3.64134,254.139,254.057
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,14,224.303,5.29213,21.1933,3.64134,254.511,254.43
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,15,222.433,5.29528,21.2089,3.6393,252.651,252.576
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,16,222.753,5.29271,21.194,3.65056,252.972,252.891
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,17,224.522,5.29142,21.202,3.64646,254.741,254.662
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,18,224.111,5.29132,21.1991,3.64237,254.32,254.244
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,19,223.051,5.29193,21.192,3.64749,253.263,253.182
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,20,222.897,5.29441,21.2072,3.64134,253.118,253.04
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,21,222.355,5.29151,21.2,3.64442,252.568,252.491
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,22,224.228,5.29498,21.2125,3.64749,254.461,254.383
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,23,221.065,5.29324,21.2061,3.64646,251.294,251.211
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,24,221.053,5.293,21.187,3.6311,251.24,251.164
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,25,222.446,5.29728,21.2209,3.63827,252.682,252.602
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,26,224.249,5.29263,21.1926,3.64544,254.461,254.38
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,27,222.518,5.29023,21.1833,3.64339,252.711,252.635
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,28,223.854,5.29344,21.1944,3.63622,254.056,253.978
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,29,224.19,5.29339,21.2015,3.65261,254.415,254.338
