dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,0,1.30413,1102.53,4.85897,1.99981,1105.34,1110.69
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,1,0.742016,933.981,4.90799,1.79712,932.5,941.428
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,2,0.739648,948.158,4.90284,1.79917,955.527,955.599
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,3,0.744992,965.356,4.93779,1.82579,961.984,972.865
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,4,0.74416,949.738,4.90456,1.78893,957.125,957.176
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,5,0.740064,945.532,4.90689,1.78995,951.055,952.969
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,6,0.758432,931.153,4.91069,1.79098,938.549,938.613
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,7,0.755616,954.765,4.93752,1.80941,962.263,962.268
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,8,0.708736,947.792,4.80243,1.69155,941.903,954.995
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,9,0.742624,959.879,4.90646,1.81043,953.489,967.339
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,10,0.74176,975.329,4.90926,1.81248,982.691,982.792
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,11,0.758112,957.231,4.9017,1.81248,958.733,964.703
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,12,0.740064,954.345,4.90422,1.78995,956.868,961.779
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,13,0.747872,942.086,4.93534,1.79712,948.952,949.567
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,14,0.755488,963.747,4.91294,1.80941,971.12,971.225
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,15,0.704672,955.438,4.81552,1.69466,962.763,962.652
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,16,0.758976,951.172,4.92787,1.80531,952.719,958.664
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,17,0.744,929.923,4.92677,1.82272,935.049,937.416
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,18,0.703136,954.382,4.81645,1.68858,961.698,961.59
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,19,0.763712,934.58,4.93215,1.82067,937.123,942.096
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,20,0.74176,964.723,4.88503,1.80224,945.139,972.152
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,21,0.756992,958.833,4.91278,1.80634,966.21,966.31
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,22,0.755776,954.574,4.94857,1.80941,945.728,962.088
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,23,0.74048,957.444,4.89784,1.79302,957.061,964.875
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,24,0.742144,949.358,4.91999,1.80019,956.713,956.821
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,25,0.757376,960.357,4.91022,1.78586,967.696,967.811
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,26,0.740928,946.384,4.91082,1.79098,950.919,953.827
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,27,0.740064,946.045,4.91817,1.79098,953.405,953.495
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,28,0.708352,949.594,4.80968,1.69056,953.103,956.802
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,29,0.741408,940.029,4.90292,1.80326,925.147,947.477
