dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,1.48864,1343.14,10.8474,2.48214,1358.16,1357.96
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,1.40691,1307.96,10.7346,1.54003,1321.76,1321.64
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,1.40682,1342.49,10.7252,1.54515,1356.29,1356.17
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,1.41594,1341.57,10.7244,1.53904,1355.39,1355.25
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,1.40803,1326.45,10.7926,1.55642,1340.32,1340.21
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,1.41024,1320.46,10.7146,1.53901,1334.24,1334.13
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,1.4137,1308.31,10.7184,1.54829,1322.11,1321.99
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,1.41571,1323.8,10.7334,1.54525,1337.6,1337.49
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,1.40707,1334.66,10.7211,1.54109,1348.45,1348.33
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,1.4129,1358.66,10.7944,1.56166,1372.57,1372.43
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,1.40653,1323.74,10.7287,1.5391,1337.53,1337.42
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,1.40646,1323.39,10.718,1.54109,1337.16,1337.05
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,1.4129,1317.02,10.7144,1.54006,1330.8,1330.68
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,1.41107,1322.82,10.7171,1.54006,1336.6,1336.49
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,1.40483,1323.73,10.7216,1.54211,1337.51,1337.4
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,1.40694,1329.23,10.7056,1.53798,1343,1342.88
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,1.40637,1326.97,10.7778,1.54928,1340.81,1340.7
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,1.40912,1322.32,10.72,1.54211,1336.11,1335.99
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,1.40477,1323.76,10.7226,1.54931,1337.54,1337.43
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,1.40826,1337.56,10.7193,1.53904,1351.34,1351.22
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,1.41296,1327.54,10.7229,1.54515,1341.36,1341.22
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,1.4057,1369.72,10.7969,1.55542,1383.59,1383.48
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,1.4065,1314.4,10.7261,1.54006,1328.19,1328.08
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,1.40736,1332.69,10.7183,1.54003,1346.47,1346.36
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,1.40672,1318.39,10.7198,1.53805,1332.16,1332.05
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,1.40496,1323.84,10.7227,1.53907,1337.62,1337.51
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,1.4063,1300.76,10.7198,1.5401,1314.53,1314.43
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,1.40624,1300.57,10.7191,1.5401,1314.34,1314.23
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,1.41312,1364.31,10.7138,1.53597,1378.08,1377.97
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,1.40666,1303.81,10.7059,1.54003,1317.57,1317.46
