dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,0,1.44842,1391.44,16.1635,2.21286,1411.43,1411.27
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,1,1.42218,1339.59,16.1382,1.55645,1358.84,1358.71
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,2,1.40842,1326.59,16.1706,1.5575,1345.85,1345.73
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,3,1.40624,1317.56,16.1076,1.54723,1336.73,1336.62
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,4,1.41597,1310.5,16.0813,1.54928,1329.64,1329.54
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,5,1.4064,1335.95,16.1025,1.54621,1355.12,1355.01
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,6,1.40704,1338.42,16.1002,1.55235,1357.59,1357.48
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,7,1.41894,1322.99,16.1747,1.57802,1342.29,1342.16
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,8,1.40976,1317.21,16.1183,1.54928,1336.4,1336.29
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,9,1.40704,1334.81,16.1108,1.54621,1353.98,1353.87
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,10,1.40691,1330.79,16.1132,1.54928,1349.97,1349.86
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,11,1.41962,1341.24,16.1649,1.57594,1360.54,1360.4
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,12,1.40621,1309.39,16.12,1.54934,1328.57,1328.46
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,13,1.40771,1356.98,16.105,1.54934,1376.16,1376.05
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,14,1.40634,1318.47,16.1011,1.54515,1337.64,1337.52
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,15,1.40883,1318.39,16.1032,1.55235,1337.56,1337.45
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,16,1.40739,1309.62,16.1037,1.54822,1328.79,1328.68
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,17,1.4049,1338.86,16.1079,1.54723,1358.04,1357.92
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,18,1.40506,1332.73,16.1056,1.5513,1351.9,1351.79
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,19,1.41853,1342.69,16.1757,1.57386,1361.99,1361.86
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,20,1.40637,1329,16.1177,1.54928,1348.18,1348.08
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,21,1.40733,1311.3,16.1107,1.55539,1330.48,1330.38
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,22,1.40714,1316.72,16.1141,1.54826,1335.9,1335.79
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,23,1.40707,1330.69,16.1038,1.5544,1349.89,1349.76
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,24,1.40621,1322.18,16.1013,1.55027,1341.34,1341.23
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,25,1.41968,1350.48,16.0851,1.54826,1369.58,1369.53
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,26,1.41296,1311.78,16.1607,1.56976,1331.06,1330.93
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,27,1.40774,1335.97,16.0982,1.55235,1355.14,1355.03
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,28,1.40445,1314.88,16.1025,1.54726,1334.05,1333.94
3,double,uniform,GPU,"D | D | D | D | N | D",4,512,29,1.40784,1352.75,16.0973,1.55238,1371.92,1371.81
