dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,0,1.98451,582.293,1.88331,0.713696,585.013,586.875
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,1,0.397792,501.916,1.76304,0.423904,501.1,504.501
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,2,0.436096,485.43,1.83152,0.453632,488.174,488.152
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,3,0.415296,493.059,1.73481,0.430048,495.369,495.639
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,4,0.408736,491.816,1.85422,0.4352,493.243,494.514
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,5,0.443488,478.724,1.8198,0.45056,475.208,481.438
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,6,0.4416,490.608,1.82711,0.446464,493.325,493.324
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,7,0.397216,480.093,1.78433,0.420864,480.05,482.696
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,8,0.417152,498.182,1.86275,0.446432,501.052,500.908
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,9,0.438976,469.534,1.80229,0.45056,471.161,472.225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,10,0.432192,480.952,1.81622,0.447488,480.057,483.648
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,11,0.43248,474.49,1.82242,0.453632,477.218,477.198
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,12,0.39616,486.998,1.78251,0.422912,488.443,489.6
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,13,0.435392,494.618,1.88649,0.448512,497.392,497.389
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,14,0.437216,476.641,1.86627,0.449536,477.717,479.394
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,15,0.396768,468.549,1.77682,0.418816,469.369,471.142
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,16,0.397792,486.161,1.78587,0.420832,486.123,488.765
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,17,0.44,511.955,1.8428,0.447488,514.667,514.685
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,18,0.433824,494.001,1.83404,0.449536,493.04,496.718
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,19,0.431744,478.766,1.85807,0.4608,481.529,481.517
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,20,0.438368,639.915,1.85536,0.451584,632.592,642.661
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,21,0.41296,518.809,1.80438,0.43104,521.558,521.457
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,22,0.442016,503.281,1.84402,0.454656,506.017,506.022
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,23,0.397824,471.335,1.75087,0.418816,471.717,473.903
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,24,0.44112,480.006,1.82717,0.45056,479.58,482.725
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,25,0.399328,477.481,1.81566,0.423872,480.227,480.12
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,26,0.3968,485.012,1.79812,0.428032,481.273,487.635
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,27,0.441472,469.396,1.8388,0.451584,470.258,472.128
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,28,0.439616,492.636,1.84662,0.451584,495.375,495.374
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,29,0.439104,488.147,1.85108,0.447488,484.512,490.885
